HYDROLAB MS5 65979,,,,,,,
Log File Name : Vodel_Lake_Outlet_2022_65979,,,,,,,
Setup Date (M/D/YYYY) : 6/17/2022,,,,,,,
Setup Time (HH:MM:SS) : 13:10:27,,,,,,,
Starting Date (M/D/YYYY) : 6/17/2022,,,,,,,
Starting Time (HH:MM:SS) : 15:00:00,,,,,,,
Stopping Date (M/D/YYYY) : 9/15/2022,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,
Interval (HH:MM:SS) : 01:00:00,,,,,,,
Sensor warmup (HH:MM:SS) : 00:00:30,,,,,,,
Circltr warmup (HH:MM:SS) : 00:00:30,,,,,,,
,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,LoggerID
,,,,,,,
Late probe turn on at 072222 055934,,,,,,,
Power loss from 010170 000000 to 072222 055939,,,,,,,
Late probe turn on at 072222 055939,,,,,,,
Power loss from 010170 000000 to 072222 055944,,,,,,,
Late probe turn on at 072222 055944,,,,,,,
Power loss from 010170 000000 to 072222 055949,,,,,,,
Late probe turn on at 072222 055949,,,,,,,
Power loss from 010170 000000 to 072222 055954,,,,,,,
Late probe turn on at 072222 055954,,,,,,,
Power loss from 010170 000000 to 072222 060000,,,,,,,
Late probe turn on at 072222 060000,,,,,,,
7/22/2022,6:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072222 065933,,,,,,,
Late probe turn on at 072222 065933,,,,,,,
Power loss from 010170 000000 to 072222 065939,,,,,,,
Late probe turn on at 072222 065939,,,,,,,
Power loss from 010170 000000 to 072222 065944,,,,,,,
Late probe turn on at 072222 065944,,,,,,,
Power loss from 010170 000000 to 072222 065949,,,,,,,
Late probe turn on at 072222 065949,,,,,,,
Power loss from 010170 000000 to 072222 065954,,,,,,,
Late probe turn on at 072222 065954,,,,,,,
Power loss from 010170 000000 to 072222 065959,,,,,,,
Late probe turn on at 072222 065959,,,,,,,
Power loss from 010170 000000 to 072222 075933,,,,,,,
Late probe turn on at 072222 075933,,,,,,,
Power loss from 010170 000000 to 072222 075939,,,,,,,
Late probe turn on at 072222 075939,,,,,,,
Power loss from 010170 000000 to 072222 075944,,,,,,,
Late probe turn on at 072222 075944,,,,,,,
Power loss from 010170 000000 to 072222 075949,,,,,,,
Late probe turn on at 072222 075949,,,,,,,
Power loss from 010170 000000 to 072222 075954,,,,,,,
Late probe turn on at 072222 075954,,,,,,,
Power loss from 010170 000000 to 072222 080000,,,,,,,
Late probe turn on at 072222 080000,,,,,,,
7/22/2022,8:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072222 085933,,,,,,,
Late probe turn on at 072222 085933,,,,,,,
Power loss from 010170 000000 to 072222 085939,,,,,,,
Late probe turn on at 072222 085939,,,,,,,
Power loss from 010170 000000 to 072222 085944,,,,,,,
Late probe turn on at 072222 085944,,,,,,,
Power loss from 010170 000000 to 072222 085949,,,,,,,
Late probe turn on at 072222 085949,,,,,,,
Power loss from 010170 000000 to 072222 085954,,,,,,,
Late probe turn on at 072222 085954,,,,,,,
Power loss from 010170 000000 to 072222 090000,,,,,,,
Late probe turn on at 072222 090000,,,,,,,
7/22/2022,9:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072222 095933,,,,,,,
Late probe turn on at 072222 095933,,,,,,,
Power loss from 010170 000000 to 072222 095939,,,,,,,
Late probe turn on at 072222 095939,,,,,,,
Power loss from 010170 000000 to 072222 095944,,,,,,,
Late probe turn on at 072222 095944,,,,,,,
Power loss from 010170 000000 to 072222 095949,,,,,,,
Late probe turn on at 072222 095949,,,,,,,
Power loss from 010170 000000 to 072222 095954,,,,,,,
Late probe turn on at 072222 095954,,,,,,,
Power loss from 010170 000000 to 072222 100000,,,,,,,
Late probe turn on at 072222 100000,,,,,,,
7/22/2022,10:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072222 105933,,,,,,,
Late probe turn on at 072222 105933,,,,,,,
Power loss from 010170 000000 to 072222 105939,,,,,,,
Late probe turn on at 072222 105939,,,,,,,
Power loss from 010170 000000 to 072222 105944,,,,,,,
Late probe turn on at 072222 105944,,,,,,,
Power loss from 010170 000000 to 072222 105949,,,,,,,
Late probe turn on at 072222 105949,,,,,,,
Power loss from 010170 000000 to 072222 105954,,,,,,,
Late probe turn on at 072222 105954,,,,,,,
Power loss from 010170 000000 to 072222 105959,,,,,,,
Late probe turn on at 072222 105959,,,,,,,
Power loss from 010170 000000 to 072222 115933,,,,,,,
Late probe turn on at 072222 115933,,,,,,,
Power loss from 010170 000000 to 072222 115939,,,,,,,
Late probe turn on at 072222 115939,,,,,,,
Power loss from 010170 000000 to 072222 115944,,,,,,,
Late probe turn on at 072222 115944,,,,,,,
Power loss from 010170 000000 to 072222 115949,,,,,,,
Late probe turn on at 072222 115949,,,,,,,
Power loss from 010170 000000 to 072222 115954,,,,,,,
Late probe turn on at 072222 115954,,,,,,,
Power loss from 010170 000000 to 072222 115959,,,,,,,
Late probe turn on at 072222 115959,,,,,,,
Power loss from 010170 000000 to 072222 125933,,,,,,,
Late probe turn on at 072222 125933,,,,,,,
Power loss from 010170 000000 to 072222 125939,,,,,,,
Late probe turn on at 072222 125939,,,,,,,
Power loss from 010170 000000 to 072222 125944,,,,,,,
Late probe turn on at 072222 125944,,,,,,,
Power loss from 010170 000000 to 072222 125949,,,,,,,
Late probe turn on at 072222 125949,,,,,,,
Power loss from 010170 000000 to 072222 125954,,,,,,,
Late probe turn on at 072222 125954,,,,,,,
Power loss from 010170 000000 to 072222 125959,,,,,,,
Late probe turn on at 072222 125959,,,,,,,
Power loss from 010170 000000 to 072222 135933,,,,,,,
Late probe turn on at 072222 135933,,,,,,,
Power loss from 010170 000000 to 072222 135939,,,,,,,
Late probe turn on at 072222 135939,,,,,,,
Power loss from 010170 000000 to 072222 135944,,,,,,,
Late probe turn on at 072222 135944,,,,,,,
Power loss from 010170 000000 to 072222 135949,,,,,,,
Late probe turn on at 072222 135949,,,,,,,
Power loss from 010170 000000 to 072222 135954,,,,,,,
Late probe turn on at 072222 135954,,,,,,,
Power loss from 010170 000000 to 072222 135959,,,,,,,
Late probe turn on at 072222 135959,,,,,,,
Power loss from 010170 000000 to 072222 145933,,,,,,,
Late probe turn on at 072222 145933,,,,,,,
Power loss from 010170 000000 to 072222 145939,,,,,,,
Late probe turn on at 072222 145939,,,,,,,
Power loss from 010170 000000 to 072222 145944,,,,,,,
Late probe turn on at 072222 145944,,,,,,,
Power loss from 010170 000000 to 072222 145949,,,,,,,
Late probe turn on at 072222 145949,,,,,,,
Power loss from 010170 000000 to 072222 145954,,,,,,,
Late probe turn on at 072222 145954,,,,,,,
Power loss from 010170 000000 to 072222 145959,,,,,,,
Late probe turn on at 072222 145959,,,,,,,
Power loss from 010170 000000 to 072222 155933,,,,,,,
Late probe turn on at 072222 155933,,,,,,,
Power loss from 010170 000000 to 072222 155939,,,,,,,
Late probe turn on at 072222 155939,,,,,,,
Power loss from 010170 000000 to 072222 155944,,,,,,,
Late probe turn on at 072222 155944,,,,,,,
Power loss from 010170 000000 to 072222 155949,,,,,,,
Late probe turn on at 072222 155949,,,,,,,
Power loss from 010170 000000 to 072222 155954,,,,,,,
Late probe turn on at 072222 155954,,,,,,,
Power loss from 010170 000000 to 072222 155959,,,,,,,
Late probe turn on at 072222 155959,,,,,,,
Power loss from 010170 000000 to 072222 165933,,,,,,,
Late probe turn on at 072222 165933,,,,,,,
Power loss from 010170 000000 to 072222 165939,,,,,,,
Late probe turn on at 072222 165939,,,,,,,
Power loss from 010170 000000 to 072222 165944,,,,,,,
Late probe turn on at 072222 165944,,,,,,,
Power loss from 010170 000000 to 072222 165949,,,,,,,
Late probe turn on at 072222 165949,,,,,,,
Power loss from 010170 000000 to 072222 165955,,,,,,,
Late probe turn on at 072222 165955,,,,,,,
Power loss from 010170 000000 to 072222 165959,,,,,,,
Late probe turn on at 072222 165959,,,,,,,
Power loss from 010170 000000 to 072222 175933,,,,,,,
Late probe turn on at 072222 175933,,,,,,,
Power loss from 010170 000000 to 072222 175939,,,,,,,
Late probe turn on at 072222 175939,,,,,,,
Power loss from 010170 000000 to 072222 175944,,,,,,,
Late probe turn on at 072222 175944,,,,,,,
Power loss from 010170 000000 to 072222 175949,,,,,,,
Late probe turn on at 072222 175949,,,,,,,
Power loss from 010170 000000 to 072222 175954,,,,,,,
Late probe turn on at 072222 175954,,,,,,,
Power loss from 010170 000000 to 072222 175959,,,,,,,
Late probe turn on at 072222 175959,,,,,,,
Power loss from 010170 000000 to 072222 185933,,,,,,,
Late probe turn on at 072222 185933,,,,,,,
Power loss from 010170 000000 to 072222 185939,,,,,,,
Late probe turn on at 072222 185939,,,,,,,
Power loss from 010170 000000 to 072222 185944,,,,,,,
Late probe turn on at 072222 185944,,,,,,,
Power loss from 010170 000000 to 072222 185949,,,,,,,
Late probe turn on at 072222 185949,,,,,,,
Power loss from 010170 000000 to 072222 185954,,,,,,,
Late probe turn on at 072222 185954,,,,,,,
Power loss from 010170 000000 to 072222 185959,,,,,,,
Late probe turn on at 072222 185959,,,,,,,
Power loss from 010170 000000 to 072222 195933,,,,,,,
Late probe turn on at 072222 195933,,,,,,,
Power loss from 010170 000000 to 072222 195939,,,,,,,
Late probe turn on at 072222 195939,,,,,,,
Power loss from 010170 000000 to 072222 195944,,,,,,,
Late probe turn on at 072222 195944,,,,,,,
Power loss from 010170 000000 to 072222 195949,,,,,,,
Late probe turn on at 072222 195949,,,,,,,
Power loss from 010170 000000 to 072222 195954,,,,,,,
Late probe turn on at 072222 195954,,,,,,,
Power loss from 010170 000000 to 072222 195959,,,,,,,
Late probe turn on at 072222 195959,,,,,,,
Power loss from 010170 000000 to 072222 205933,,,,,,,
Late probe turn on at 072222 205933,,,,,,,
Power loss from 010170 000000 to 072222 205939,,,,,,,
Late probe turn on at 072222 205939,,,,,,,
Power loss from 010170 000000 to 072222 205944,,,,,,,
Late probe turn on at 072222 205944,,,,,,,
Power loss from 010170 000000 to 072222 205949,,,,,,,
Late probe turn on at 072222 205949,,,,,,,
Power loss from 010170 000000 to 072222 205953,,,,,,,
Late probe turn on at 072222 205953,,,,,,,
Power loss from 010170 000000 to 072222 205958,,,,,,,
Late probe turn on at 072222 205958,,,,,,,
Power loss from 010170 000000 to 072222 215933,,,,,,,
Late probe turn on at 072222 215933,,,,,,,
Power loss from 010170 000000 to 072222 215939,,,,,,,
Late probe turn on at 072222 215939,,,,,,,
Power loss from 010170 000000 to 072222 215944,,,,,,,
Late probe turn on at 072222 215944,,,,,,,
Power loss from 010170 000000 to 072222 215949,,,,,,,
Late probe turn on at 072222 215949,,,,,,,
Power loss from 010170 000000 to 072222 215954,,,,,,,
Late probe turn on at 072222 215954,,,,,,,
Power loss from 010170 000000 to 072222 215958,,,,,,,
Late probe turn on at 072222 215958,,,,,,,
Power loss from 010170 000000 to 072222 225933,,,,,,,
Late probe turn on at 072222 225933,,,,,,,
Power loss from 010170 000000 to 072222 225939,,,,,,,
Late probe turn on at 072222 225939,,,,,,,
Power loss from 010170 000000 to 072222 225944,,,,,,,
Late probe turn on at 072222 225944,,,,,,,
Power loss from 010170 000000 to 072222 225949,,,,,,,
Late probe turn on at 072222 225949,,,,,,,
Power loss from 010170 000000 to 072222 225954,,,,,,,
Late probe turn on at 072222 225954,,,,,,,
Power loss from 010170 000000 to 072222 225958,,,,,,,
Late probe turn on at 072222 225958,,,,,,,
Power loss from 010170 000000 to 072222 235933,,,,,,,
Late probe turn on at 072222 235933,,,,,,,
Power loss from 010170 000000 to 072222 235939,,,,,,,
Late probe turn on at 072222 235939,,,,,,,
Power loss from 010170 000000 to 072222 235944,,,,,,,
Late probe turn on at 072222 235944,,,,,,,
Power loss from 010170 000000 to 072222 235949,,,,,,,
Late probe turn on at 072222 235949,,,,,,,
Power loss from 010170 000000 to 072222 235953,,,,,,,
Late probe turn on at 072222 235953,,,,,,,
Power loss from 010170 000000 to 072222 235958,,,,,,,
Late probe turn on at 072222 235958,,,,,,,
Power loss from 010170 000000 to 072322 005933,,,,,,,
Late probe turn on at 072322 005933,,,,,,,
Power loss from 010170 000000 to 072322 005939,,,,,,,
Late probe turn on at 072322 005939,,,,,,,
Power loss from 010170 000000 to 072322 005944,,,,,,,
Late probe turn on at 072322 005944,,,,,,,
Power loss from 010170 000000 to 072322 005949,,,,,,,
Late probe turn on at 072322 005949,,,,,,,
Power loss from 010170 000000 to 072322 005954,,,,,,,
Late probe turn on at 072322 005954,,,,,,,
Power loss from 010170 000000 to 072322 005958,,,,,,,
Late probe turn on at 072322 005958,,,,,,,
Power loss from 010170 000000 to 072322 015933,,,,,,,
Late probe turn on at 072322 015933,,,,,,,
Power loss from 010170 000000 to 072322 015939,,,,,,,
Late probe turn on at 072322 015939,,,,,,,
Power loss from 010170 000000 to 072322 015944,,,,,,,
Late probe turn on at 072322 015944,,,,,,,
Power loss from 010170 000000 to 072322 015948,,,,,,,
Late probe turn on at 072322 015948,,,,,,,
Power loss from 010170 000000 to 072322 015953,,,,,,,
Late probe turn on at 072322 015953,,,,,,,
Power loss from 010170 000000 to 072322 015957,,,,,,,
Late probe turn on at 072322 015957,,,,,,,
Power loss from 010170 000000 to 072322 025933,,,,,,,
Late probe turn on at 072322 025933,,,,,,,
Power loss from 010170 000000 to 072322 025939,,,,,,,
Late probe turn on at 072322 025939,,,,,,,
Power loss from 010170 000000 to 072322 025944,,,,,,,
Late probe turn on at 072322 025944,,,,,,,
Power loss from 010170 000000 to 072322 025948,,,,,,,
Late probe turn on at 072322 025948,,,,,,,
Power loss from 010170 000000 to 072322 025953,,,,,,,
Late probe turn on at 072322 025953,,,,,,,
Power loss from 010170 000000 to 072322 025957,,,,,,,
Late probe turn on at 072322 025957,,,,,,,
Power loss from 010170 000000 to 072322 035933,,,,,,,
Late probe turn on at 072322 035933,,,,,,,
Power loss from 010170 000000 to 072322 035939,,,,,,,
Late probe turn on at 072322 035939,,,,,,,
Power loss from 010170 000000 to 072322 035944,,,,,,,
Late probe turn on at 072322 035944,,,,,,,
Power loss from 010170 000000 to 072322 035948,,,,,,,
Late probe turn on at 072322 035948,,,,,,,
Power loss from 010170 000000 to 072322 035953,,,,,,,
Late probe turn on at 072322 035953,,,,,,,
Power loss from 010170 000000 to 072322 035957,,,,,,,
Late probe turn on at 072322 035957,,,,,,,
Power loss from 010170 000000 to 072322 045933,,,,,,,
Late probe turn on at 072322 045933,,,,,,,
Power loss from 010170 000000 to 072322 045939,,,,,,,
Late probe turn on at 072322 045939,,,,,,,
Power loss from 010170 000000 to 072322 045944,,,,,,,
Late probe turn on at 072322 045944,,,,,,,
Power loss from 010170 000000 to 072322 045948,,,,,,,
Late probe turn on at 072322 045948,,,,,,,
Power loss from 010170 000000 to 072322 045953,,,,,,,
Late probe turn on at 072322 045953,,,,,,,
Power loss from 010170 000000 to 072322 045957,,,,,,,
Late probe turn on at 072322 045957,,,,,,,
Power loss from 010170 000000 to 072322 055933,,,,,,,
Late probe turn on at 072322 055933,,,,,,,
Power loss from 010170 000000 to 072322 055939,,,,,,,
Late probe turn on at 072322 055939,,,,,,,
Power loss from 010170 000000 to 072322 055943,,,,,,,
Late probe turn on at 072322 055943,,,,,,,
Power loss from 010170 000000 to 072322 055948,,,,,,,
Late probe turn on at 072322 055948,,,,,,,
Power loss from 010170 000000 to 072322 055952,,,,,,,
Late probe turn on at 072322 055952,,,,,,,
Power loss from 010170 000000 to 072322 055957,,,,,,,
Late probe turn on at 072322 055957,,,,,,,
Power loss from 010170 000000 to 072322 065933,,,,,,,
Late probe turn on at 072322 065933,,,,,,,
Power loss from 010170 000000 to 072322 065939,,,,,,,
Late probe turn on at 072322 065939,,,,,,,
Power loss from 010170 000000 to 072322 065943,,,,,,,
Late probe turn on at 072322 065943,,,,,,,
Power loss from 010170 000000 to 072322 065947,,,,,,,
Late probe turn on at 072322 065947,,,,,,,
Power loss from 010170 000000 to 072322 065952,,,,,,,
Late probe turn on at 072322 065952,,,,,,,
Power loss from 010170 000000 to 072322 065957,,,,,,,
Late probe turn on at 072322 065957,,,,,,,
Power loss from 010170 000000 to 072322 075933,,,,,,,
Late probe turn on at 072322 075933,,,,,,,
Power loss from 010170 000000 to 072322 075939,,,,,,,
Late probe turn on at 072322 075939,,,,,,,
Power loss from 010170 000000 to 072322 075943,,,,,,,
Late probe turn on at 072322 075943,,,,,,,
Power loss from 010170 000000 to 072322 075947,,,,,,,
Late probe turn on at 072322 075947,,,,,,,
Power loss from 010170 000000 to 072322 075952,,,,,,,
Late probe turn on at 072322 075952,,,,,,,
Power loss from 010170 000000 to 072322 075957,,,,,,,
Late probe turn on at 072322 075957,,,,,,,
Power loss from 010170 000000 to 072322 085933,,,,,,,
Late probe turn on at 072322 085933,,,,,,,
Power loss from 010170 000000 to 072322 085939,,,,,,,
Late probe turn on at 072322 085939,,,,,,,
Power loss from 010170 000000 to 072322 085943,,,,,,,
Late probe turn on at 072322 085943,,,,,,,
Power loss from 010170 000000 to 072322 085948,,,,,,,
Late probe turn on at 072322 085948,,,,,,,
Power loss from 010170 000000 to 072322 085952,,,,,,,
Late probe turn on at 072322 085952,,,,,,,
Power loss from 010170 000000 to 072322 085957,,,,,,,
Late probe turn on at 072322 085957,,,,,,,
Power loss from 010170 000000 to 072322 095933,,,,,,,
Late probe turn on at 072322 095933,,,,,,,
Power loss from 010170 000000 to 072322 095939,,,,,,,
Late probe turn on at 072322 095939,,,,,,,
Power loss from 010170 000000 to 072322 095943,,,,,,,
Late probe turn on at 072322 095943,,,,,,,
Power loss from 010170 000000 to 072322 095947,,,,,,,
Late probe turn on at 072322 095947,,,,,,,
Power loss from 010170 000000 to 072322 095952,,,,,,,
Late probe turn on at 072322 095952,,,,,,,
Power loss from 010170 000000 to 072322 095956,,,,,,,
Late probe turn on at 072322 095956,,,,,,,
Power loss from 010170 000000 to 072322 105933,,,,,,,
Late probe turn on at 072322 105933,,,,,,,
Power loss from 010170 000000 to 072322 105939,,,,,,,
Late probe turn on at 072322 105939,,,,,,,
Power loss from 010170 000000 to 072322 105943,,,,,,,
Late probe turn on at 072322 105943,,,,,,,
Power loss from 010170 000000 to 072322 105947,,,,,,,
Late probe turn on at 072322 105947,,,,,,,
Power loss from 010170 000000 to 072322 105952,,,,,,,
Late probe turn on at 072322 105952,,,,,,,
Power loss from 010170 000000 to 072322 105956,,,,,,,
Late probe turn on at 072322 105956,,,,,,,
Power loss from 010170 000000 to 072322 115933,,,,,,,
Late probe turn on at 072322 115933,,,,,,,
Power loss from 010170 000000 to 072322 115939,,,,,,,
Late probe turn on at 072322 115939,,,,,,,
Power loss from 010170 000000 to 072322 115943,,,,,,,
Late probe turn on at 072322 115943,,,,,,,
Power loss from 010170 000000 to 072322 115947,,,,,,,
Late probe turn on at 072322 115947,,,,,,,
Power loss from 010170 000000 to 072322 115952,,,,,,,
Late probe turn on at 072322 115952,,,,,,,
Power loss from 010170 000000 to 072322 115957,,,,,,,
Late probe turn on at 072322 115957,,,,,,,
Power loss from 010170 000000 to 072322 125933,,,,,,,
Late probe turn on at 072322 125933,,,,,,,
Power loss from 010170 000000 to 072322 125939,,,,,,,
Late probe turn on at 072322 125939,,,,,,,
Power loss from 010170 000000 to 072322 125943,,,,,,,
Late probe turn on at 072322 125943,,,,,,,
Power loss from 010170 000000 to 072322 125948,,,,,,,
Late probe turn on at 072322 125948,,,,,,,
Power loss from 010170 000000 to 072322 125952,,,,,,,
Late probe turn on at 072322 125952,,,,,,,
Power loss from 010170 000000 to 072322 125956,,,,,,,
Late probe turn on at 072322 125956,,,,,,,
Power loss from 010170 000000 to 072322 135933,,,,,,,
Late probe turn on at 072322 135933,,,,,,,
Power loss from 010170 000000 to 072322 135939,,,,,,,
Late probe turn on at 072322 135939,,,,,,,
Power loss from 010170 000000 to 072322 135943,,,,,,,
Late probe turn on at 072322 135943,,,,,,,
Power loss from 010170 000000 to 072322 135948,,,,,,,
Late probe turn on at 072322 135948,,,,,,,
Power loss from 010170 000000 to 072322 135952,,,,,,,
Late probe turn on at 072322 135952,,,,,,,
Power loss from 010170 000000 to 072322 135957,,,,,,,
Late probe turn on at 072322 135957,,,,,,,
Power loss from 010170 000000 to 072322 145933,,,,,,,
Late probe turn on at 072322 145933,,,,,,,
Power loss from 010170 000000 to 072322 145939,,,,,,,
Late probe turn on at 072322 145939,,,,,,,
Power loss from 010170 000000 to 072322 145943,,,,,,,
Late probe turn on at 072322 145943,,,,,,,
Power loss from 010170 000000 to 072322 145948,,,,,,,
Late probe turn on at 072322 145948,,,,,,,
Power loss from 010170 000000 to 072322 145952,,,,,,,
Late probe turn on at 072322 145952,,,,,,,
Power loss from 010170 000000 to 072322 145957,,,,,,,
Late probe turn on at 072322 145957,,,,,,,
Power loss from 010170 000000 to 072322 155933,,,,,,,
Late probe turn on at 072322 155933,,,,,,,
Power loss from 010170 000000 to 072322 155939,,,,,,,
Late probe turn on at 072322 155939,,,,,,,
Power loss from 010170 000000 to 072322 155943,,,,,,,
Late probe turn on at 072322 155943,,,,,,,
Power loss from 010170 000000 to 072322 155947,,,,,,,
Late probe turn on at 072322 155947,,,,,,,
Power loss from 010170 000000 to 072322 155952,,,,,,,
Late probe turn on at 072322 155952,,,,,,,
Power loss from 010170 000000 to 072322 155956,,,,,,,
Late probe turn on at 072322 155956,,,,,,,
Power loss from 010170 000000 to 072322 165933,,,,,,,
Late probe turn on at 072322 165933,,,,,,,
Power loss from 010170 000000 to 072322 165939,,,,,,,
Late probe turn on at 072322 165939,,,,,,,
Power loss from 010170 000000 to 072322 165943,,,,,,,
Late probe turn on at 072322 165943,,,,,,,
Power loss from 010170 000000 to 072322 165948,,,,,,,
Late probe turn on at 072322 165948,,,,,,,
Power loss from 010170 000000 to 072322 165952,,,,,,,
Late probe turn on at 072322 165952,,,,,,,
Power loss from 010170 000000 to 072322 165957,,,,,,,
Late probe turn on at 072322 165957,,,,,,,
Power loss from 010170 000000 to 072322 175933,,,,,,,
Late probe turn on at 072322 175933,,,,,,,
Power loss from 010170 000000 to 072322 175939,,,,,,,
Late probe turn on at 072322 175939,,,,,,,
Power loss from 010170 000000 to 072322 175943,,,,,,,
Late probe turn on at 072322 175943,,,,,,,
Power loss from 010170 000000 to 072322 175948,,,,,,,
Late probe turn on at 072322 175948,,,,,,,
Power loss from 010170 000000 to 072322 175952,,,,,,,
Late probe turn on at 072322 175952,,,,,,,
Power loss from 010170 000000 to 072322 175956,,,,,,,
Late probe turn on at 072322 175956,,,,,,,
Power loss from 010170 000000 to 072322 185933,,,,,,,
Late probe turn on at 072322 185933,,,,,,,
Power loss from 010170 000000 to 072322 185938,,,,,,,
Late probe turn on at 072322 185938,,,,,,,
Power loss from 010170 000000 to 072322 185943,,,,,,,
Late probe turn on at 072322 185943,,,,,,,
Power loss from 010170 000000 to 072322 185947,,,,,,,
Late probe turn on at 072322 185947,,,,,,,
Power loss from 010170 000000 to 072322 185951,,,,,,,
Late probe turn on at 072322 185951,,,,,,,
Power loss from 010170 000000 to 072322 185956,,,,,,,
Late probe turn on at 072322 185956,,,,,,,
Power loss from 010170 000000 to 072322 190000,,,,,,,
Late probe turn on at 072322 190000,,,,,,,
7/23/2022,19:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072322 195933,,,,,,,
Late probe turn on at 072322 195933,,,,,,,
Power loss from 010170 000000 to 072322 195938,,,,,,,
Late probe turn on at 072322 195938,,,,,,,
Power loss from 010170 000000 to 072322 195942,,,,,,,
Late probe turn on at 072322 195942,,,,,,,
Power loss from 010170 000000 to 072322 195947,,,,,,,
Late probe turn on at 072322 195947,,,,,,,
Power loss from 010170 000000 to 072322 195951,,,,,,,
Late probe turn on at 072322 195951,,,,,,,
Power loss from 010170 000000 to 072322 195956,,,,,,,
Late probe turn on at 072322 195956,,,,,,,
Power loss from 010170 000000 to 072322 200000,,,,,,,
Late probe turn on at 072322 200000,,,,,,,
7/23/2022,20:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072322 205933,,,,,,,
Late probe turn on at 072322 205933,,,,,,,
Power loss from 010170 000000 to 072322 205938,,,,,,,
Late probe turn on at 072322 205938,,,,,,,
Power loss from 010170 000000 to 072322 205942,,,,,,,
Late probe turn on at 072322 205942,,,,,,,
Power loss from 010170 000000 to 072322 205947,,,,,,,
Late probe turn on at 072322 205947,,,,,,,
Power loss from 010170 000000 to 072322 205951,,,,,,,
Late probe turn on at 072322 205951,,,,,,,
Power loss from 010170 000000 to 072322 205956,,,,,,,
Late probe turn on at 072322 205956,,,,,,,
Power loss from 010170 000000 to 072322 210000,,,,,,,
Late probe turn on at 072322 210000,,,,,,,
7/23/2022,21:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072322 215933,,,,,,,
Late probe turn on at 072322 215933,,,,,,,
Power loss from 010170 000000 to 072322 215938,,,,,,,
Late probe turn on at 072322 215938,,,,,,,
Power loss from 010170 000000 to 072322 215942,,,,,,,
Late probe turn on at 072322 215942,,,,,,,
Power loss from 010170 000000 to 072322 215947,,,,,,,
Late probe turn on at 072322 215947,,,,,,,
Power loss from 010170 000000 to 072322 215951,,,,,,,
Late probe turn on at 072322 215951,,,,,,,
Power loss from 010170 000000 to 072322 215956,,,,,,,
Late probe turn on at 072322 215956,,,,,,,
Power loss from 010170 000000 to 072322 220000,,,,,,,
Late probe turn on at 072322 220000,,,,,,,
7/23/2022,22:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072322 225933,,,,,,,
Late probe turn on at 072322 225933,,,,,,,
Power loss from 010170 000000 to 072322 225938,,,,,,,
Late probe turn on at 072322 225938,,,,,,,
Power loss from 010170 000000 to 072322 225942,,,,,,,
Late probe turn on at 072322 225942,,,,,,,
Power loss from 010170 000000 to 072322 225947,,,,,,,
Late probe turn on at 072322 225947,,,,,,,
Power loss from 010170 000000 to 072322 225951,,,,,,,
Late probe turn on at 072322 225951,,,,,,,
Power loss from 010170 000000 to 072322 225956,,,,,,,
Late probe turn on at 072322 225956,,,,,,,
Power loss from 010170 000000 to 072322 235933,,,,,,,
Late probe turn on at 072322 235933,,,,,,,
Power loss from 010170 000000 to 072322 235938,,,,,,,
Late probe turn on at 072322 235938,,,,,,,
Power loss from 010170 000000 to 072322 235942,,,,,,,
Late probe turn on at 072322 235942,,,,,,,
Power loss from 010170 000000 to 072322 235947,,,,,,,
Late probe turn on at 072322 235947,,,,,,,
Power loss from 010170 000000 to 072322 235951,,,,,,,
Late probe turn on at 072322 235951,,,,,,,
Power loss from 010170 000000 to 072322 235956,,,,,,,
Late probe turn on at 072322 235956,,,,,,,
Power loss from 010170 000000 to 072422 000000,,,,,,,
Late probe turn on at 072422 000000,,,,,,,
7/24/2022,0:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072422 005933,,,,,,,
Late probe turn on at 072422 005933,,,,,,,
Power loss from 010170 000000 to 072422 005938,,,,,,,
Late probe turn on at 072422 005938,,,,,,,
Power loss from 010170 000000 to 072422 005943,,,,,,,
Late probe turn on at 072422 005943,,,,,,,
Power loss from 010170 000000 to 072422 005947,,,,,,,
Late probe turn on at 072422 005947,,,,,,,
Power loss from 010170 000000 to 072422 005952,,,,,,,
Late probe turn on at 072422 005952,,,,,,,
Power loss from 010170 000000 to 072422 005956,,,,,,,
Late probe turn on at 072422 005956,,,,,,,
Power loss from 010170 000000 to 072422 010000,,,,,,,
Late probe turn on at 072422 010000,,,,,,,
7/24/2022,1:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072422 015933,,,,,,,
Late probe turn on at 072422 015933,,,,,,,
