HYDROLAB MS5 65979,,,,,,,
Log File Name : Vodel_Lake_Outlet_2022_65979,,,,,,,
Setup Date (M/D/YYYY) : 6/17/2022,,,,,,,
Setup Time (HH:MM:SS) : 13:10:27,,,,,,,
Starting Date (M/D/YYYY) : 6/17/2022,,,,,,,
Starting Time (HH:MM:SS) : 15:00:00,,,,,,,
Stopping Date (M/D/YYYY) : 9/15/2022,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,
Interval (HH:MM:SS) : 01:00:00,,,,,,,
Sensor warmup (HH:MM:SS) : 00:00:30,,,,,,,
Circltr warmup (HH:MM:SS) : 00:00:30,,,,,,,
,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,LoggerID
,,,,,,,
Late probe turn on at 071822 185957,,,,,,,
7/18/2022,19:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 195934,,,,,,,
Late probe turn on at 071822 195934,,,,,,,
Power loss from 010170 000000 to 071822 195940,,,,,,,
Late probe turn on at 071822 195940,,,,,,,
Power loss from 010170 000000 to 071822 195945,,,,,,,
Late probe turn on at 071822 195945,,,,,,,
Power loss from 010170 000000 to 071822 195951,,,,,,,
Late probe turn on at 071822 195951,,,,,,,
Power loss from 010170 000000 to 071822 195956,,,,,,,
Late probe turn on at 071822 195956,,,,,,,
7/18/2022,20:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 205934,,,,,,,
Late probe turn on at 071822 205934,,,,,,,
Power loss from 010170 000000 to 071822 205940,,,,,,,
Late probe turn on at 071822 205940,,,,,,,
Power loss from 010170 000000 to 071822 205945,,,,,,,
Late probe turn on at 071822 205945,,,,,,,
Power loss from 010170 000000 to 071822 205951,,,,,,,
Late probe turn on at 071822 205951,,,,,,,
Power loss from 010170 000000 to 071822 205957,,,,,,,
Late probe turn on at 071822 205957,,,,,,,
7/18/2022,21:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 215934,,,,,,,
Late probe turn on at 071822 215934,,,,,,,
Power loss from 010170 000000 to 071822 215940,,,,,,,
Late probe turn on at 071822 215940,,,,,,,
Power loss from 010170 000000 to 071822 215945,,,,,,,
Late probe turn on at 071822 215945,,,,,,,
Power loss from 010170 000000 to 071822 215951,,,,,,,
Late probe turn on at 071822 215951,,,,,,,
Power loss from 010170 000000 to 071822 215957,,,,,,,
Late probe turn on at 071822 215957,,,,,,,
7/18/2022,22:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 225934,,,,,,,
Late probe turn on at 071822 225934,,,,,,,
Power loss from 010170 000000 to 071822 225940,,,,,,,
Late probe turn on at 071822 225940,,,,,,,
Power loss from 010170 000000 to 071822 225946,,,,,,,
Late probe turn on at 071822 225946,,,,,,,
Power loss from 010170 000000 to 071822 225951,,,,,,,
Late probe turn on at 071822 225951,,,,,,,
Power loss from 010170 000000 to 071822 225957,,,,,,,
Late probe turn on at 071822 225957,,,,,,,
7/18/2022,23:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 235934,,,,,,,
Late probe turn on at 071822 235934,,,,,,,
Power loss from 010170 000000 to 071822 235940,,,,,,,
Late probe turn on at 071822 235940,,,,,,,
Power loss from 010170 000000 to 071822 235946,,,,,,,
Late probe turn on at 071822 235946,,,,,,,
Power loss from 010170 000000 to 071822 235951,,,,,,,
Late probe turn on at 071822 235951,,,,,,,
Power loss from 010170 000000 to 071822 235957,,,,,,,
Late probe turn on at 071822 235957,,,,,,,
7/19/2022,0:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 005934,,,,,,,
Late probe turn on at 071922 005934,,,,,,,
Power loss from 010170 000000 to 071922 005940,,,,,,,
Late probe turn on at 071922 005940,,,,,,,
Power loss from 010170 000000 to 071922 005946,,,,,,,
Late probe turn on at 071922 005946,,,,,,,
Power loss from 010170 000000 to 071922 005951,,,,,,,
Late probe turn on at 071922 005951,,,,,,,
Power loss from 010170 000000 to 071922 005957,,,,,,,
Late probe turn on at 071922 005957,,,,,,,
7/19/2022,1:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 015934,,,,,,,
Late probe turn on at 071922 015934,,,,,,,
Power loss from 010170 000000 to 071922 015940,,,,,,,
Late probe turn on at 071922 015940,,,,,,,
Power loss from 010170 000000 to 071922 015945,,,,,,,
Late probe turn on at 071922 015945,,,,,,,
Power loss from 010170 000000 to 071922 015951,,,,,,,
Late probe turn on at 071922 015951,,,,,,,
Power loss from 010170 000000 to 071922 015956,,,,,,,
Late probe turn on at 071922 015956,,,,,,,
7/19/2022,2:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 025934,,,,,,,
Late probe turn on at 071922 025934,,,,,,,
Power loss from 010170 000000 to 071922 025940,,,,,,,
Late probe turn on at 071922 025940,,,,,,,
Power loss from 010170 000000 to 071922 025946,,,,,,,
Late probe turn on at 071922 025946,,,,,,,
Power loss from 010170 000000 to 071922 025951,,,,,,,
Late probe turn on at 071922 025951,,,,,,,
Power loss from 010170 000000 to 071922 025957,,,,,,,
Late probe turn on at 071922 025957,,,,,,,
7/19/2022,3:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 035934,,,,,,,
Late probe turn on at 071922 035934,,,,,,,
Power loss from 010170 000000 to 071922 035940,,,,,,,
Late probe turn on at 071922 035940,,,,,,,
Power loss from 010170 000000 to 071922 035945,,,,,,,
Late probe turn on at 071922 035945,,,,,,,
Power loss from 010170 000000 to 071922 035951,,,,,,,
Late probe turn on at 071922 035951,,,,,,,
Power loss from 010170 000000 to 071922 035956,,,,,,,
Late probe turn on at 071922 035956,,,,,,,
7/19/2022,4:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 045934,,,,,,,
Late probe turn on at 071922 045934,,,,,,,
Power loss from 010170 000000 to 071922 045940,,,,,,,
Late probe turn on at 071922 045940,,,,,,,
Power loss from 010170 000000 to 071922 045945,,,,,,,
Late probe turn on at 071922 045945,,,,,,,
Power loss from 010170 000000 to 071922 045951,,,,,,,
Late probe turn on at 071922 045951,,,,,,,
Power loss from 010170 000000 to 071922 045956,,,,,,,
Late probe turn on at 071922 045956,,,,,,,
7/19/2022,5:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 055934,,,,,,,
Late probe turn on at 071922 055934,,,,,,,
Power loss from 010170 000000 to 071922 055940,,,,,,,
Late probe turn on at 071922 055940,,,,,,,
Power loss from 010170 000000 to 071922 055945,,,,,,,
Late probe turn on at 071922 055945,,,,,,,
Power loss from 010170 000000 to 071922 055951,,,,,,,
Late probe turn on at 071922 055951,,,,,,,
Power loss from 010170 000000 to 071922 055956,,,,,,,
Late probe turn on at 071922 055956,,,,,,,
7/19/2022,6:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 065934,,,,,,,
Late probe turn on at 071922 065934,,,,,,,
Power loss from 010170 000000 to 071922 065940,,,,,,,
Late probe turn on at 071922 065940,,,,,,,
Power loss from 010170 000000 to 071922 065945,,,,,,,
Late probe turn on at 071922 065945,,,,,,,
Power loss from 010170 000000 to 071922 065951,,,,,,,
Late probe turn on at 071922 065951,,,,,,,
Power loss from 010170 000000 to 071922 065956,,,,,,,
Late probe turn on at 071922 065956,,,,,,,
7/19/2022,7:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 075934,,,,,,,
Late probe turn on at 071922 075934,,,,,,,
Power loss from 010170 000000 to 071922 075940,,,,,,,
Late probe turn on at 071922 075940,,,,,,,
Power loss from 010170 000000 to 071922 075945,,,,,,,
Late probe turn on at 071922 075945,,,,,,,
Power loss from 010170 000000 to 071922 075951,,,,,,,
Late probe turn on at 071922 075951,,,,,,,
Power loss from 010170 000000 to 071922 075956,,,,,,,
Late probe turn on at 071922 075956,,,,,,,
7/19/2022,8:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 085934,,,,,,,
Late probe turn on at 071922 085934,,,,,,,
Power loss from 010170 000000 to 071922 085940,,,,,,,
Late probe turn on at 071922 085940,,,,,,,
Power loss from 010170 000000 to 071922 085945,,,,,,,
Late probe turn on at 071922 085945,,,,,,,
Power loss from 010170 000000 to 071922 085951,,,,,,,
Late probe turn on at 071922 085951,,,,,,,
Power loss from 010170 000000 to 071922 085956,,,,,,,
Late probe turn on at 071922 085956,,,,,,,
7/19/2022,9:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 095934,,,,,,,
Late probe turn on at 071922 095934,,,,,,,
Power loss from 010170 000000 to 071922 095939,,,,,,,
Late probe turn on at 071922 095939,,,,,,,
Power loss from 010170 000000 to 071922 095945,,,,,,,
Late probe turn on at 071922 095945,,,,,,,
Power loss from 010170 000000 to 071922 095950,,,,,,,
Late probe turn on at 071922 095950,,,,,,,
Power loss from 010170 000000 to 071922 095956,,,,,,,
Late probe turn on at 071922 095956,,,,,,,
7/19/2022,10:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 105934,,,,,,,
Late probe turn on at 071922 105934,,,,,,,
Power loss from 010170 000000 to 071922 105939,,,,,,,
Late probe turn on at 071922 105939,,,,,,,
Power loss from 010170 000000 to 071922 105945,,,,,,,
Late probe turn on at 071922 105945,,,,,,,
Power loss from 010170 000000 to 071922 105950,,,,,,,
Late probe turn on at 071922 105950,,,,,,,
Power loss from 010170 000000 to 071922 105956,,,,,,,
Late probe turn on at 071922 105956,,,,,,,
7/19/2022,11:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 115934,,,,,,,
Late probe turn on at 071922 115934,,,,,,,
Power loss from 010170 000000 to 071922 115939,,,,,,,
Late probe turn on at 071922 115939,,,,,,,
Power loss from 010170 000000 to 071922 115945,,,,,,,
Late probe turn on at 071922 115945,,,,,,,
Power loss from 010170 000000 to 071922 115950,,,,,,,
Late probe turn on at 071922 115950,,,,,,,
Power loss from 010170 000000 to 071922 115956,,,,,,,
Late probe turn on at 071922 115956,,,,,,,
7/19/2022,12:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 125934,,,,,,,
Late probe turn on at 071922 125934,,,,,,,
Power loss from 010170 000000 to 071922 125939,,,,,,,
Late probe turn on at 071922 125939,,,,,,,
Power loss from 010170 000000 to 071922 125945,,,,,,,
Late probe turn on at 071922 125945,,,,,,,
Power loss from 010170 000000 to 071922 125950,,,,,,,
Late probe turn on at 071922 125950,,,,,,,
Power loss from 010170 000000 to 071922 125956,,,,,,,
Late probe turn on at 071922 125956,,,,,,,
Power loss from 010170 000000 to 071922 135934,,,,,,,
Late probe turn on at 071922 135934,,,,,,,
Power loss from 010170 000000 to 071922 135939,,,,,,,
Late probe turn on at 071922 135939,,,,,,,
Power loss from 010170 000000 to 071922 135945,,,,,,,
Late probe turn on at 071922 135945,,,,,,,
Power loss from 010170 000000 to 071922 135950,,,,,,,
Late probe turn on at 071922 135950,,,,,,,
Power loss from 010170 000000 to 071922 135955,,,,,,,
Late probe turn on at 071922 135955,,,,,,,
Power loss from 010170 000000 to 071922 145934,,,,,,,
Late probe turn on at 071922 145934,,,,,,,
Power loss from 010170 000000 to 071922 145939,,,,,,,
Late probe turn on at 071922 145939,,,,,,,
Power loss from 010170 000000 to 071922 145945,,,,,,,
Late probe turn on at 071922 145945,,,,,,,
Power loss from 010170 000000 to 071922 145950,,,,,,,
Late probe turn on at 071922 145950,,,,,,,
Power loss from 010170 000000 to 071922 145955,,,,,,,
Late probe turn on at 071922 145955,,,,,,,
Power loss from 010170 000000 to 071922 155934,,,,,,,
Late probe turn on at 071922 155934,,,,,,,
Power loss from 010170 000000 to 071922 155939,,,,,,,
Late probe turn on at 071922 155939,,,,,,,
Power loss from 010170 000000 to 071922 155945,,,,,,,
Late probe turn on at 071922 155945,,,,,,,
Power loss from 010170 000000 to 071922 155950,,,,,,,
Late probe turn on at 071922 155950,,,,,,,
Power loss from 010170 000000 to 071922 155956,,,,,,,
Late probe turn on at 071922 155956,,,,,,,
Power loss from 010170 000000 to 071922 165934,,,,,,,
Late probe turn on at 071922 165934,,,,,,,
Power loss from 010170 000000 to 071922 165939,,,,,,,
Late probe turn on at 071922 165939,,,,,,,
Power loss from 010170 000000 to 071922 165945,,,,,,,
Late probe turn on at 071922 165945,,,,,,,
Power loss from 010170 000000 to 071922 165950,,,,,,,
Late probe turn on at 071922 165950,,,,,,,
Power loss from 010170 000000 to 071922 165955,,,,,,,
Late probe turn on at 071922 165955,,,,,,,
Power loss from 010170 000000 to 071922 175934,,,,,,,
Late probe turn on at 071922 175934,,,,,,,
Power loss from 010170 000000 to 071922 175940,,,,,,,
Late probe turn on at 071922 175940,,,,,,,
Power loss from 010170 000000 to 071922 175945,,,,,,,
Late probe turn on at 071922 175945,,,,,,,
Power loss from 010170 000000 to 071922 175950,,,,,,,
Late probe turn on at 071922 175950,,,,,,,
Power loss from 010170 000000 to 071922 175956,,,,,,,
Late probe turn on at 071922 175956,,,,,,,
Power loss from 010170 000000 to 071922 185934,,,,,,,
Late probe turn on at 071922 185934,,,,,,,
Power loss from 010170 000000 to 071922 185939,,,,,,,
Late probe turn on at 071922 185939,,,,,,,
Power loss from 010170 000000 to 071922 185945,,,,,,,
Late probe turn on at 071922 185945,,,,,,,
Power loss from 010170 000000 to 071922 185950,,,,,,,
Late probe turn on at 071922 185950,,,,,,,
Power loss from 010170 000000 to 071922 185955,,,,,,,
Late probe turn on at 071922 185955,,,,,,,
Power loss from 010170 000000 to 071922 195934,,,,,,,
Late probe turn on at 071922 195934,,,,,,,
Power loss from 010170 000000 to 071922 195939,,,,,,,
Late probe turn on at 071922 195939,,,,,,,
Power loss from 010170 000000 to 071922 195945,,,,,,,
Late probe turn on at 071922 195945,,,,,,,
Power loss from 010170 000000 to 071922 195950,,,,,,,
Late probe turn on at 071922 195950,,,,,,,
Power loss from 010170 000000 to 071922 195955,,,,,,,
Late probe turn on at 071922 195955,,,,,,,
Power loss from 010170 000000 to 071922 200000,,,,,,,
Late probe turn on at 071922 200000,,,,,,,
7/19/2022,20:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 205934,,,,,,,
Late probe turn on at 071922 205934,,,,,,,
Power loss from 010170 000000 to 071922 205939,,,,,,,
Late probe turn on at 071922 205939,,,,,,,
Power loss from 010170 000000 to 071922 205944,,,,,,,
Late probe turn on at 071922 205944,,,,,,,
Power loss from 010170 000000 to 071922 205950,,,,,,,
Late probe turn on at 071922 205950,,,,,,,
Power loss from 010170 000000 to 071922 205955,,,,,,,
Late probe turn on at 071922 205955,,,,,,,
Power loss from 010170 000000 to 071922 210000,,,,,,,
Late probe turn on at 071922 210000,,,,,,,
7/19/2022,21:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 215934,,,,,,,
Late probe turn on at 071922 215934,,,,,,,
Power loss from 010170 000000 to 071922 215939,,,,,,,
Late probe turn on at 071922 215939,,,,,,,
Power loss from 010170 000000 to 071922 215944,,,,,,,
Late probe turn on at 071922 215944,,,,,,,
Power loss from 010170 000000 to 071922 215950,,,,,,,
Late probe turn on at 071922 215950,,,,,,,
Power loss from 010170 000000 to 071922 215955,,,,,,,
Late probe turn on at 071922 215955,,,,,,,
Power loss from 010170 000000 to 071922 225934,,,,,,,
Late probe turn on at 071922 225934,,,,,,,
Power loss from 010170 000000 to 071922 225939,,,,,,,
Late probe turn on at 071922 225939,,,,,,,
Power loss from 010170 000000 to 071922 225945,,,,,,,
Late probe turn on at 071922 225945,,,,,,,
Power loss from 010170 000000 to 071922 225950,,,,,,,
Late probe turn on at 071922 225950,,,,,,,
Power loss from 010170 000000 to 071922 225955,,,,,,,
Late probe turn on at 071922 225955,,,,,,,
Power loss from 010170 000000 to 071922 230000,,,,,,,
Late probe turn on at 071922 230000,,,,,,,
7/19/2022,23:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071922 235934,,,,,,,
Late probe turn on at 071922 235934,,,,,,,
Power loss from 010170 000000 to 071922 235939,,,,,,,
Late probe turn on at 071922 235939,,,,,,,
Power loss from 010170 000000 to 071922 235944,,,,,,,
Late probe turn on at 071922 235944,,,,,,,
Power loss from 010170 000000 to 071922 235950,,,,,,,
Late probe turn on at 071922 235950,,,,,,,
Power loss from 010170 000000 to 071922 235955,,,,,,,
Late probe turn on at 071922 235955,,,,,,,
Power loss from 010170 000000 to 072022 005934,,,,,,,
Late probe turn on at 072022 005934,,,,,,,
Power loss from 010170 000000 to 072022 005939,,,,,,,
Late probe turn on at 072022 005939,,,,,,,
Power loss from 010170 000000 to 072022 005945,,,,,,,
Late probe turn on at 072022 005945,,,,,,,
Power loss from 010170 000000 to 072022 005950,,,,,,,
Late probe turn on at 072022 005950,,,,,,,
Power loss from 010170 000000 to 072022 005955,,,,,,,
Late probe turn on at 072022 005955,,,,,,,
Power loss from 010170 000000 to 072022 010000,,,,,,,
Late probe turn on at 072022 010000,,,,,,,
7/20/2022,1:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072022 015934,,,,,,,
Late probe turn on at 072022 015934,,,,,,,
Power loss from 010170 000000 to 072022 015939,,,,,,,
Late probe turn on at 072022 015939,,,,,,,
Power loss from 010170 000000 to 072022 015944,,,,,,,
Late probe turn on at 072022 015944,,,,,,,
Power loss from 010170 000000 to 072022 015950,,,,,,,
Late probe turn on at 072022 015950,,,,,,,
Power loss from 010170 000000 to 072022 015955,,,,,,,
Late probe turn on at 072022 015955,,,,,,,
Power loss from 010170 000000 to 072022 020000,,,,,,,
Late probe turn on at 072022 020000,,,,,,,
7/20/2022,2:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072022 025934,,,,,,,
Late probe turn on at 072022 025934,,,,,,,
Power loss from 010170 000000 to 072022 025939,,,,,,,
Late probe turn on at 072022 025939,,,,,,,
Power loss from 010170 000000 to 072022 025945,,,,,,,
Late probe turn on at 072022 025945,,,,,,,
Power loss from 010170 000000 to 072022 025950,,,,,,,
Late probe turn on at 072022 025950,,,,,,,
Power loss from 010170 000000 to 072022 025955,,,,,,,
Late probe turn on at 072022 025955,,,,,,,
Power loss from 010170 000000 to 072022 030000,,,,,,,
Late probe turn on at 072022 030000,,,,,,,
7/20/2022,3:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072022 035934,,,,,,,
Late probe turn on at 072022 035934,,,,,,,
Power loss from 010170 000000 to 072022 035939,,,,,,,
Late probe turn on at 072022 035939,,,,,,,
Power loss from 010170 000000 to 072022 035944,,,,,,,
Late probe turn on at 072022 035944,,,,,,,
Power loss from 010170 000000 to 072022 035950,,,,,,,
Late probe turn on at 072022 035950,,,,,,,
Power loss from 010170 000000 to 072022 035955,,,,,,,
Late probe turn on at 072022 035955,,,,,,,
Power loss from 010170 000000 to 072022 040000,,,,,,,
Late probe turn on at 072022 040000,,,,,,,
7/20/2022,4:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072022 045934,,,,,,,
Late probe turn on at 072022 045934,,,,,,,
Power loss from 010170 000000 to 072022 045939,,,,,,,
Late probe turn on at 072022 045939,,,,,,,
Power loss from 010170 000000 to 072022 045944,,,,,,,
Late probe turn on at 072022 045944,,,,,,,
Power loss from 010170 000000 to 072022 045950,,,,,,,
Late probe turn on at 072022 045950,,,,,,,
Power loss from 010170 000000 to 072022 045955,,,,,,,
Late probe turn on at 072022 045955,,,,,,,
Power loss from 010170 000000 to 072022 050000,,,,,,,
Late probe turn on at 072022 050000,,,,,,,
7/20/2022,5:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072022 055934,,,,,,,
Late probe turn on at 072022 055934,,,,,,,
Power loss from 010170 000000 to 072022 055939,,,,,,,
Late probe turn on at 072022 055939,,,,,,,
Power loss from 010170 000000 to 072022 055944,,,,,,,
Late probe turn on at 072022 055944,,,,,,,
Power loss from 010170 000000 to 072022 055950,,,,,,,
Late probe turn on at 072022 055950,,,,,,,
Power loss from 010170 000000 to 072022 055955,,,,,,,
Late probe turn on at 072022 055955,,,,,,,
Power loss from 010170 000000 to 072022 060000,,,,,,,
Late probe turn on at 072022 060000,,,,,,,
7/20/2022,6:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 072022 065934,,,,,,,
Late probe turn on at 072022 065934,,,,,,,
Power loss from 010170 000000 to 072022 065939,,,,,,,
Late probe turn on at 072022 065939,,,,,,,
Power loss from 010170 000000 to 072022 065944,,,,,,,
Late probe turn on at 072022 065944,,,,,,,
Power loss from 010170 000000 to 072022 065950,,,,,,,
Late probe turn on at 072022 065950,,,,,,,
Power loss from 010170 000000 to 072022 065955,,,,,,,
