Hydrolab MS5 47418,,,,,,,,,,
Log File Name : Vogel_Lake_47418,,,,,,,,,,
Setup Date (M/D/YYYY) : 5/27/2021,,,,,,,,,,
Setup Time (HH:MM:SS) : 10:17:08,,,,,,,,,,
Starting Date (M/D/YYYY) : 5/27/2021,,,,,,,,,,
Starting Time (HH:MM:SS) : 12:00:00,,,,,,,,,,
Stopping Date (M/D/YYYY) : 9/27/2021,,,,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,,,,
Interval (HH:MM:SS) : 00:15:00,,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,,
,,,,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,IBatt,,,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,%Left,LoggerID,,
,,,,,,,,,,
Power loss from 010170 000000 to 060521 054323,,,,,,,,,,
Late probe turn on at 060521 054323,,,,,,,,,,
Power loss from 010170 000000 to 060521 054327,,,,,,,,,,
Late probe turn on at 060521 054327,,,,,,,,,,
Power loss from 010170 000000 to 060521 054332,,,,,,,,,,
Late probe turn on at 060521 054332,,,,,,,,,,
Power loss from 010170 000000 to 060521 054336,,,,,,,,,,
Late probe turn on at 060521 054336,,,,,,,,,,
Power loss from 010170 000000 to 060521 054340,,,,,,,,,,
Late probe turn on at 060521 054340,,,,,,,,,,
Power loss from 010170 000000 to 060521 054344,,,,,,,,,,
Late probe turn on at 060521 054344,,,,,,,,,,
Power loss from 010170 000000 to 060521 054349,,,,,,,,,,
Late probe turn on at 060521 054349,,,,,,,,,,
Power loss from 010170 000000 to 060521 054353,,,,,,,,,,
Late probe turn on at 060521 054353,,,,,,,,,,
Power loss from 010170 000000 to 060521 054357,,,,,,,,,,
Late probe turn on at 060521 054357,,,,,,,,,,
Power loss from 010170 000000 to 060521 054402,,,,,,,,,,
Late probe turn on at 060521 054402,,,,,,,,,,
Power loss from 010170 000000 to 060521 054406,,,,,,,,,,
Late probe turn on at 060521 054406,,,,,,,,,,
Power loss from 010170 000000 to 060521 054411,,,,,,,,,,
Late probe turn on at 060521 054411,,,,,,,,,,
Power loss from 010170 000000 to 060521 054416,,,,,,,,,,
Late probe turn on at 060521 054416,,,,,,,,,,
Power loss from 010170 000000 to 060521 054421,,,,,,,,,,
Late probe turn on at 060521 054421,,,,,,,,,,
Power loss from 010170 000000 to 060521 054425,,,,,,,,,,
Late probe turn on at 060521 054425,,,,,,,,,,
Power loss from 010170 000000 to 060521 054430,,,,,,,,,,
Late probe turn on at 060521 054430,,,,,,,,,,
Power loss from 010170 000000 to 060521 054435,,,,,,,,,,
Late probe turn on at 060521 054435,,,,,,,,,,
Power loss from 010170 000000 to 060521 054439,,,,,,,,,,
Late probe turn on at 060521 054439,,,,,,,,,,
Power loss from 010170 000000 to 060521 054444,,,,,,,,,,
Late probe turn on at 060521 054444,,,,,,,,,,
Power loss from 010170 000000 to 060521 054449,,,,,,,,,,
Late probe turn on at 060521 054449,,,,,,,,,,
Power loss from 010170 000000 to 060521 054453,,,,,,,,,,
Late probe turn on at 060521 054453,,,,,,,,,,
Power loss from 010170 000000 to 060521 054458,,,,,,,,,,
Late probe turn on at 060521 054458,,,,,,,,,,
Power loss from 010170 000000 to 060521 055804,,,,,,,,,,
Late probe turn on at 060521 055804,,,,,,,,,,
Power loss from 010170 000000 to 060521 055811,,,,,,,,,,
Late probe turn on at 060521 055811,,,,,,,,,,
Power loss from 010170 000000 to 060521 055815,,,,,,,,,,
Late probe turn on at 060521 055815,,,,,,,,,,
Power loss from 010170 000000 to 060521 055819,,,,,,,,,,
Late probe turn on at 060521 055819,,,,,,,,,,
Power loss from 010170 000000 to 060521 055823,,,,,,,,,,
Late probe turn on at 060521 055823,,,,,,,,,,
Power loss from 010170 000000 to 060521 055828,,,,,,,,,,
Late probe turn on at 060521 055828,,,,,,,,,,
Power loss from 010170 000000 to 060521 055832,,,,,,,,,,
Late probe turn on at 060521 055832,,,,,,,,,,
Power loss from 010170 000000 to 060521 055836,,,,,,,,,,
Late probe turn on at 060521 055836,,,,,,,,,,
Power loss from 010170 000000 to 060521 055840,,,,,,,,,,
Late probe turn on at 060521 055840,,,,,,,,,,
Power loss from 010170 000000 to 060521 055844,,,,,,,,,,
Late probe turn on at 060521 055844,,,,,,,,,,
Power loss from 010170 000000 to 060521 055849,,,,,,,,,,
Late probe turn on at 060521 055849,,,,,,,,,,
Power loss from 010170 000000 to 060521 055853,,,,,,,,,,
Late probe turn on at 060521 055853,,,,,,,,,,
Power loss from 010170 000000 to 060521 055858,,,,,,,,,,
Late probe turn on at 060521 055858,,,,,,,,,,
Power loss from 010170 000000 to 060521 055902,,,,,,,,,,
Late probe turn on at 060521 055902,,,,,,,,,,
Power loss from 010170 000000 to 060521 055907,,,,,,,,,,
Late probe turn on at 060521 055907,,,,,,,,,,
Power loss from 010170 000000 to 060521 055912,,,,,,,,,,
Late probe turn on at 060521 055912,,,,,,,,,,
Power loss from 010170 000000 to 060521 055916,,,,,,,,,,
Late probe turn on at 060521 055916,,,,,,,,,,
Power loss from 010170 000000 to 060521 055921,,,,,,,,,,
Late probe turn on at 060521 055921,,,,,,,,,,
Power loss from 010170 000000 to 060521 055926,,,,,,,,,,
Late probe turn on at 060521 055926,,,,,,,,,,
Power loss from 010170 000000 to 060521 055930,,,,,,,,,,
Late probe turn on at 060521 055930,,,,,,,,,,
Power loss from 010170 000000 to 060521 055935,,,,,,,,,,
Late probe turn on at 060521 055935,,,,,,,,,,
Power loss from 010170 000000 to 060521 055940,,,,,,,,,,
Late probe turn on at 060521 055940,,,,,,,,,,
Power loss from 010170 000000 to 060521 055945,,,,,,,,,,
Late probe turn on at 060521 055945,,,,,,,,,,
Power loss from 010170 000000 to 060521 055949,,,,,,,,,,
Late probe turn on at 060521 055949,,,,,,,,,,
Power loss from 010170 000000 to 060521 055954,,,,,,,,,,
Late probe turn on at 060521 055954,,,,,,,,,,
Power loss from 010170 000000 to 060521 055959,,,,,,,,,,
Late probe turn on at 060521 055959,,,,,,,,,,
Power loss from 010170 000000 to 060521 061303,,,,,,,,,,
Late probe turn on at 060521 061303,,,,,,,,,,
Power loss from 010170 000000 to 060521 061310,,,,,,,,,,
Late probe turn on at 060521 061310,,,,,,,,,,
Power loss from 010170 000000 to 060521 061315,,,,,,,,,,
Late probe turn on at 060521 061315,,,,,,,,,,
Power loss from 010170 000000 to 060521 061319,,,,,,,,,,
Late probe turn on at 060521 061319,,,,,,,,,,
Power loss from 010170 000000 to 060521 061323,,,,,,,,,,
Late probe turn on at 060521 061323,,,,,,,,,,
Power loss from 010170 000000 to 060521 061327,,,,,,,,,,
Late probe turn on at 060521 061327,,,,,,,,,,
Power loss from 010170 000000 to 060521 061332,,,,,,,,,,
Late probe turn on at 060521 061332,,,,,,,,,,
Power loss from 010170 000000 to 060521 061336,,,,,,,,,,
Late probe turn on at 060521 061336,,,,,,,,,,
Power loss from 010170 000000 to 060521 061340,,,,,,,,,,
Late probe turn on at 060521 061340,,,,,,,,,,
Power loss from 010170 000000 to 060521 061344,,,,,,,,,,
Late probe turn on at 060521 061344,,,,,,,,,,
Power loss from 010170 000000 to 060521 061348,,,,,,,,,,
Late probe turn on at 060521 061348,,,,,,,,,,
Power loss from 010170 000000 to 060521 061353,,,,,,,,,,
Late probe turn on at 060521 061353,,,,,,,,,,
Power loss from 010170 000000 to 060521 061358,,,,,,,,,,
Late probe turn on at 060521 061358,,,,,,,,,,
Power loss from 010170 000000 to 060521 061402,,,,,,,,,,
Late probe turn on at 060521 061402,,,,,,,,,,
Power loss from 010170 000000 to 060521 061407,,,,,,,,,,
Late probe turn on at 060521 061407,,,,,,,,,,
Power loss from 010170 000000 to 060521 061412,,,,,,,,,,
Late probe turn on at 060521 061412,,,,,,,,,,
Power loss from 010170 000000 to 060521 061417,,,,,,,,,,
Late probe turn on at 060521 061417,,,,,,,,,,
Power loss from 010170 000000 to 060521 061422,,,,,,,,,,
Late probe turn on at 060521 061422,,,,,,,,,,
Power loss from 010170 000000 to 060521 061426,,,,,,,,,,
Late probe turn on at 060521 061426,,,,,,,,,,
Power loss from 010170 000000 to 060521 061431,,,,,,,,,,
Late probe turn on at 060521 061431,,,,,,,,,,
Power loss from 010170 000000 to 060521 061436,,,,,,,,,,
Late probe turn on at 060521 061436,,,,,,,,,,
Power loss from 010170 000000 to 060521 061441,,,,,,,,,,
Late probe turn on at 060521 061441,,,,,,,,,,
Power loss from 010170 000000 to 060521 061446,,,,,,,,,,
Late probe turn on at 060521 061446,,,,,,,,,,
Power loss from 010170 000000 to 060521 061451,,,,,,,,,,
Late probe turn on at 060521 061451,,,,,,,,,,
Power loss from 010170 000000 to 060521 061455,,,,,,,,,,
Late probe turn on at 060521 061455,,,,,,,,,,
Power loss from 010170 000000 to 060521 061500,,,,,,,,,,
Late probe turn on at 060521 061500,,,,,,,,,,
6/5/2021,6:15:00,55,NAN,NAN,NAN,NAN,0,,,
Power loss from 010170 000000 to 060521 062803,,,,,,,,,,
Late probe turn on at 060521 062803,,,,,,,,,,
Power loss from 010170 000000 to 060521 062810,,,,,,,,,,
Late probe turn on at 060521 062810,,,,,,,,,,
Power loss from 010170 000000 to 060521 062814,,,,,,,,,,
Late probe turn on at 060521 062814,,,,,,,,,,
Power loss from 010170 000000 to 060521 062819,,,,,,,,,,
Late probe turn on at 060521 062819,,,,,,,,,,
Power loss from 010170 000000 to 060521 062823,,,,,,,,,,
Late probe turn on at 060521 062823,,,,,,,,,,
Power loss from 010170 000000 to 060521 062827,,,,,,,,,,
Late probe turn on at 060521 062827,,,,,,,,,,
Power loss from 010170 000000 to 060521 062831,,,,,,,,,,
Late probe turn on at 060521 062831,,,,,,,,,,
Power loss from 010170 000000 to 060521 062835,,,,,,,,,,
Late probe turn on at 060521 062835,,,,,,,,,,
Power loss from 010170 000000 to 060521 062840,,,,,,,,,,
Late probe turn on at 060521 062840,,,,,,,,,,
Power loss from 010170 000000 to 060521 062844,,,,,,,,,,
Late probe turn on at 060521 062844,,,,,,,,,,
Power loss from 010170 000000 to 060521 062848,,,,,,,,,,
Late probe turn on at 060521 062848,,,,,,,,,,
Power loss from 010170 000000 to 060521 062852,,,,,,,,,,
Late probe turn on at 060521 062852,,,,,,,,,,
Power loss from 010170 000000 to 060521 062857,,,,,,,,,,
Late probe turn on at 060521 062857,,,,,,,,,,
Power loss from 010170 000000 to 060521 062902,,,,,,,,,,
Late probe turn on at 060521 062902,,,,,,,,,,
Power loss from 010170 000000 to 060521 062906,,,,,,,,,,
Late probe turn on at 060521 062906,,,,,,,,,,
Power loss from 010170 000000 to 060521 062911,,,,,,,,,,
Late probe turn on at 060521 062911,,,,,,,,,,
Power loss from 010170 000000 to 060521 062916,,,,,,,,,,
Late probe turn on at 060521 062916,,,,,,,,,,
Power loss from 010170 000000 to 060521 062921,,,,,,,,,,
Late probe turn on at 060521 062921,,,,,,,,,,
Power loss from 010170 000000 to 060521 062926,,,,,,,,,,
Late probe turn on at 060521 062926,,,,,,,,,,
Power loss from 010170 000000 to 060521 062931,,,,,,,,,,
Late probe turn on at 060521 062931,,,,,,,,,,
Power loss from 010170 000000 to 060521 062936,,,,,,,,,,
Late probe turn on at 060521 062936,,,,,,,,,,
Power loss from 010170 000000 to 060521 062940,,,,,,,,,,
Late probe turn on at 060521 062940,,,,,,,,,,
Power loss from 010170 000000 to 060521 062945,,,,,,,,,,
Late probe turn on at 060521 062945,,,,,,,,,,
Power loss from 010170 000000 to 060521 062950,,,,,,,,,,
Late probe turn on at 060521 062950,,,,,,,,,,
Power loss from 010170 000000 to 060521 062955,,,,,,,,,,
Late probe turn on at 060521 062955,,,,,,,,,,
Power loss from 010170 000000 to 060521 062959,,,,,,,,,,
Late probe turn on at 060521 062959,,,,,,,,,,
Power loss from 010170 000000 to 060521 064303,,,,,,,,,,
Late probe turn on at 060521 064303,,,,,,,,,,
Power loss from 010170 000000 to 060521 064310,,,,,,,,,,
Late probe turn on at 060521 064310,,,,,,,,,,
Power loss from 010170 000000 to 060521 064314,,,,,,,,,,
Late probe turn on at 060521 064314,,,,,,,,,,
Power loss from 010170 000000 to 060521 064318,,,,,,,,,,
Late probe turn on at 060521 064318,,,,,,,,,,
Power loss from 010170 000000 to 060521 064323,,,,,,,,,,
Late probe turn on at 060521 064323,,,,,,,,,,
Power loss from 010170 000000 to 060521 064327,,,,,,,,,,
Late probe turn on at 060521 064327,,,,,,,,,,
Power loss from 010170 000000 to 060521 064331,,,,,,,,,,
Late probe turn on at 060521 064331,,,,,,,,,,
Power loss from 010170 000000 to 060521 064336,,,,,,,,,,
Late probe turn on at 060521 064336,,,,,,,,,,
Power loss from 010170 000000 to 060521 064340,,,,,,,,,,
Late probe turn on at 060521 064340,,,,,,,,,,
Power loss from 010170 000000 to 060521 064344,,,,,,,,,,
Late probe turn on at 060521 064344,,,,,,,,,,
Power loss from 010170 000000 to 060521 064348,,,,,,,,,,
Late probe turn on at 060521 064348,,,,,,,,,,
Power loss from 010170 000000 to 060521 064353,,,,,,,,,,
Late probe turn on at 060521 064353,,,,,,,,,,
Power loss from 010170 000000 to 060521 064358,,,,,,,,,,
Late probe turn on at 060521 064358,,,,,,,,,,
Power loss from 010170 000000 to 060521 064402,,,,,,,,,,
Late probe turn on at 060521 064402,,,,,,,,,,
Power loss from 010170 000000 to 060521 064407,,,,,,,,,,
Late probe turn on at 060521 064407,,,,,,,,,,
Power loss from 010170 000000 to 060521 064412,,,,,,,,,,
Late probe turn on at 060521 064412,,,,,,,,,,
Power loss from 010170 000000 to 060521 064417,,,,,,,,,,
Late probe turn on at 060521 064417,,,,,,,,,,
Power loss from 010170 000000 to 060521 064421,,,,,,,,,,
Late probe turn on at 060521 064421,,,,,,,,,,
Power loss from 010170 000000 to 060521 064426,,,,,,,,,,
Late probe turn on at 060521 064426,,,,,,,,,,
Power loss from 010170 000000 to 060521 064431,,,,,,,,,,
Late probe turn on at 060521 064431,,,,,,,,,,
Power loss from 010170 000000 to 060521 064436,,,,,,,,,,
Late probe turn on at 060521 064436,,,,,,,,,,
Power loss from 010170 000000 to 060521 064440,,,,,,,,,,
Late probe turn on at 060521 064440,,,,,,,,,,
Power loss from 010170 000000 to 060521 064445,,,,,,,,,,
Late probe turn on at 060521 064445,,,,,,,,,,
Power loss from 010170 000000 to 060521 064450,,,,,,,,,,
Late probe turn on at 060521 064450,,,,,,,,,,
Power loss from 010170 000000 to 060521 064454,,,,,,,,,,
Late probe turn on at 060521 064454,,,,,,,,,,
Power loss from 010170 000000 to 060521 064459,,,,,,,,,,
Late probe turn on at 060521 064459,,,,,,,,,,
Power loss from 010170 000000 to 060521 065803,,,,,,,,,,
Late probe turn on at 060521 065803,,,,,,,,,,
Power loss from 010170 000000 to 060521 065810,,,,,,,,,,
Late probe turn on at 060521 065810,,,,,,,,,,
Power loss from 010170 000000 to 060521 065814,,,,,,,,,,
Late probe turn on at 060521 065814,,,,,,,,,,
Power loss from 010170 000000 to 060521 065818,,,,,,,,,,
Late probe turn on at 060521 065818,,,,,,,,,,
Power loss from 010170 000000 to 060521 065822,,,,,,,,,,
Late probe turn on at 060521 065822,,,,,,,,,,
Power loss from 010170 000000 to 060521 065827,,,,,,,,,,
Late probe turn on at 060521 065827,,,,,,,,,,
Power loss from 010170 000000 to 060521 065831,,,,,,,,,,
Late probe turn on at 060521 065831,,,,,,,,,,
Power loss from 010170 000000 to 060521 065835,,,,,,,,,,
Late probe turn on at 060521 065835,,,,,,,,,,
Power loss from 010170 000000 to 060521 065839,,,,,,,,,,
Late probe turn on at 060521 065839,,,,,,,,,,
Power loss from 010170 000000 to 060521 065844,,,,,,,,,,
Late probe turn on at 060521 065844,,,,,,,,,,
Power loss from 010170 000000 to 060521 065848,,,,,,,,,,
Late probe turn on at 060521 065848,,,,,,,,,,
Power loss from 010170 000000 to 060521 065852,,,,,,,,,,
Late probe turn on at 060521 065852,,,,,,,,,,
Power loss from 010170 000000 to 060521 065857,,,,,,,,,,
Late probe turn on at 060521 065857,,,,,,,,,,
Power loss from 010170 000000 to 060521 065902,,,,,,,,,,
Late probe turn on at 060521 065902,,,,,,,,,,
Power loss from 010170 000000 to 060521 065907,,,,,,,,,,
Late probe turn on at 060521 065907,,,,,,,,,,
Power loss from 010170 000000 to 060521 065911,,,,,,,,,,
Late probe turn on at 060521 065911,,,,,,,,,,
Power loss from 010170 000000 to 060521 065916,,,,,,,,,,
Late probe turn on at 060521 065916,,,,,,,,,,
Power loss from 010170 000000 to 060521 065921,,,,,,,,,,
Late probe turn on at 060521 065921,,,,,,,,,,
Power loss from 010170 000000 to 060521 065926,,,,,,,,,,
Late probe turn on at 060521 065926,,,,,,,,,,
Power loss from 010170 000000 to 060521 065930,,,,,,,,,,
Late probe turn on at 060521 065930,,,,,,,,,,
Power loss from 010170 000000 to 060521 065935,,,,,,,,,,
Late probe turn on at 060521 065935,,,,,,,,,,
Power loss from 010170 000000 to 060521 065940,,,,,,,,,,
Late probe turn on at 060521 065940,,,,,,,,,,
Power loss from 010170 000000 to 060521 065945,,,,,,,,,,
Late probe turn on at 060521 065945,,,,,,,,,,
Power loss from 010170 000000 to 060521 065949,,,,,,,,,,
Late probe turn on at 060521 065949,,,,,,,,,,
Power loss from 010170 000000 to 060521 065954,,,,,,,,,,
Late probe turn on at 060521 065954,,,,,,,,,,
Power loss from 010170 000000 to 060521 065959,,,,,,,,,,
Late probe turn on at 060521 065959,,,,,,,,,,
Power loss from 010170 000000 to 060521 071303,,,,,,,,,,
Late probe turn on at 060521 071303,,,,,,,,,,
Power loss from 010170 000000 to 060521 071309,,,,,,,,,,
Late probe turn on at 060521 071309,,,,,,,,,,
Power loss from 010170 000000 to 060521 071314,,,,,,,,,,
Late probe turn on at 060521 071314,,,,,,,,,,
Power loss from 010170 000000 to 060521 071318,,,,,,,,,,
Late probe turn on at 060521 071318,,,,,,,,,,
Power loss from 010170 000000 to 060521 071322,,,,,,,,,,
Late probe turn on at 060521 071322,,,,,,,,,,
Power loss from 010170 000000 to 060521 071326,,,,,,,,,,
Late probe turn on at 060521 071326,,,,,,,,,,
Power loss from 010170 000000 to 060521 071330,,,,,,,,,,
Late probe turn on at 060521 071330,,,,,,,,,,
Power loss from 010170 000000 to 060521 071335,,,,,,,,,,
Late probe turn on at 060521 071335,,,,,,,,,,
Power loss from 010170 000000 to 060521 071339,,,,,,,,,,
Late probe turn on at 060521 071339,,,,,,,,,,
Power loss from 010170 000000 to 060521 071343,,,,,,,,,,
Late probe turn on at 060521 071343,,,,,,,,,,
Power loss from 010170 000000 to 060521 071347,,,,,,,,,,
Late probe turn on at 060521 071347,,,,,,,,,,
Power loss from 010170 000000 to 060521 071352,,,,,,,,,,
Late probe turn on at 060521 071352,,,,,,,,,,
Power loss from 010170 000000 to 060521 071357,,,,,,,,,,
Late probe turn on at 060521 071357,,,,,,,,,,
Power loss from 010170 000000 to 060521 071401,,,,,,,,,,
Late probe turn on at 060521 071401,,,,,,,,,,
Power loss from 010170 000000 to 060521 071406,,,,,,,,,,
Late probe turn on at 060521 071406,,,,,,,,,,
Power loss from 010170 000000 to 060521 071411,,,,,,,,,,
Late probe turn on at 060521 071411,,,,,,,,,,
Power loss from 010170 000000 to 060521 071416,,,,,,,,,,
Late probe turn on at 060521 071416,,,,,,,,,,
Power loss from 010170 000000 to 060521 071420,,,,,,,,,,
Late probe turn on at 060521 071420,,,,,,,,,,
Power loss from 010170 000000 to 060521 071425,,,,,,,,,,
Late probe turn on at 060521 071425,,,,,,,,,,
Power loss from 010170 000000 to 060521 071430,,,,,,,,,,
Late probe turn on at 060521 071430,,,,,,,,,,
Power loss from 010170 000000 to 060521 071435,,,,,,,,,,
Late probe turn on at 060521 071435,,,,,,,,,,
Power loss from 010170 000000 to 060521 071440,,,,,,,,,,
Late probe turn on at 060521 071440,,,,,,,,,,
Power loss from 010170 000000 to 060521 071444,,,,,,,,,,
Late probe turn on at 060521 071444,,,,,,,,,,
Power loss from 010170 000000 to 060521 071449,,,,,,,,,,
Late probe turn on at 060521 071449,,,,,,,,,,
Power loss from 010170 000000 to 060521 071454,,,,,,,,,,
Late probe turn on at 060521 071454,,,,,,,,,,
Power loss from 010170 000000 to 060521 071458,,,,,,,,,,
Late probe turn on at 060521 071458,,,,,,,,,,
Power loss from 010170 000000 to 060521 072803,,,,,,,,,,
Late probe turn on at 060521 072803,,,,,,,,,,
Power loss from 010170 000000 to 060521 072809,,,,,,,,,,
Late probe turn on at 060521 072809,,,,,,,,,,
Power loss from 010170 000000 to 060521 072813,,,,,,,,,,
Late probe turn on at 060521 072813,,,,,,,,,,
Power loss from 010170 000000 to 060521 072818,,,,,,,,,,
Late probe turn on at 060521 072818,,,,,,,,,,
Power loss from 010170 000000 to 060521 072822,,,,,,,,,,
Late probe turn on at 060521 072822,,,,,,,,,,
Power loss from 010170 000000 to 060521 072826,,,,,,,,,,
Late probe turn on at 060521 072826,,,,,,,,,,
Power loss from 010170 000000 to 060521 072830,,,,,,,,,,
Late probe turn on at 060521 072830,,,,,,,,,,
Power loss from 010170 000000 to 060521 072834,,,,,,,,,,
Late probe turn on at 060521 072834,,,,,,,,,,
Power loss from 010170 000000 to 060521 072839,,,,,,,,,,
Late probe turn on at 060521 072839,,,,,,,,,,
Power loss from 010170 000000 to 060521 072843,,,,,,,,,,
Late probe turn on at 060521 072843,,,,,,,,,,
Power loss from 010170 000000 to 060521 072847,,,,,,,,,,
Late probe turn on at 060521 072847,,,,,,,,,,
Power loss from 010170 000000 to 060521 072852,,,,,,,,,,
Late probe turn on at 060521 072852,,,,,,,,,,
Power loss from 010170 000000 to 060521 072856,,,,,,,,,,
Late probe turn on at 060521 072856,,,,,,,,,,
Power loss from 010170 000000 to 060521 072901,,,,,,,,,,
Late probe turn on at 060521 072901,,,,,,,,,,
Power loss from 010170 000000 to 060521 072906,,,,,,,,,,
Late probe turn on at 060521 072906,,,,,,,,,,
Power loss from 010170 000000 to 060521 072911,,,,,,,,,,
Late probe turn on at 060521 072911,,,,,,,,,,
Power loss from 010170 000000 to 060521 072916,,,,,,,,,,
Late probe turn on at 060521 072916,,,,,,,,,,
Power loss from 010170 000000 to 060521 072920,,,,,,,,,,
Late probe turn on at 060521 072920,,,,,,,,,,
Power loss from 010170 000000 to 060521 072925,,,,,,,,,,
Late probe turn on at 060521 072925,,,,,,,,,,
Power loss from 010170 000000 to 060521 072930,,,,,,,,,,
Late probe turn on at 060521 072930,,,,,,,,,,
Power loss from 010170 000000 to 060521 072934,,,,,,,,,,
Late probe turn on at 060521 072934,,,,,,,,,,
Power loss from 010170 000000 to 060521 072939,,,,,,,,,,
Late probe turn on at 060521 072939,,,,,,,,,,
Power loss from 010170 000000 to 060521 072944,,,,,,,,,,
Late probe turn on at 060521 072944,,,,,,,,,,
Power loss from 010170 000000 to 060521 072949,,,,,,,,,,
Late probe turn on at 060521 072949,,,,,,,,,,
Power loss from 010170 000000 to 060521 072954,,,,,,,,,,
Late probe turn on at 060521 072954,,,,,,,,,,
Power loss from 010170 000000 to 060521 072958,,,,,,,,,,
Late probe turn on at 060521 072958,,,,,,,,,,
Power loss from 010170 000000 to 060521 074303,,,,,,,,,,
Late probe turn on at 060521 074303,,,,,,,,,,
Power loss from 010170 000000 to 060521 074309,,,,,,,,,,
Late probe turn on at 060521 074309,,,,,,,,,,
Power loss from 010170 000000 to 060521 074314,,,,,,,,,,
Late probe turn on at 060521 074314,,,,,,,,,,
Power loss from 010170 000000 to 060521 074318,,,,,,,,,,
Late probe turn on at 060521 074318,,,,,,,,,,
Power loss from 010170 000000 to 060521 074322,,,,,,,,,,
Late probe turn on at 060521 074322,,,,,,,,,,
Power loss from 010170 000000 to 060521 074326,,,,,,,,,,
Late probe turn on at 060521 074326,,,,,,,,,,
Power loss from 010170 000000 to 060521 074331,,,,,,,,,,
Late probe turn on at 060521 074331,,,,,,,,,,
Power loss from 010170 000000 to 060521 074335,,,,,,,,,,
Late probe turn on at 060521 074335,,,,,,,,,,
Power loss from 010170 000000 to 060521 074339,,,,,,,,,,
Late probe turn on at 060521 074339,,,,,,,,,,
Power loss from 010170 000000 to 060521 074343,,,,,,,,,,
Late probe turn on at 060521 074343,,,,,,,,,,
Power loss from 010170 000000 to 060521 074347,,,,,,,,,,
Late probe turn on at 060521 074347,,,,,,,,,,
Power loss from 010170 000000 to 060521 074352,,,,,,,,,,
Late probe turn on at 060521 074352,,,,,,,,,,
Power loss from 010170 000000 to 060521 074357,,,,,,,,,,
Late probe turn on at 060521 074357,,,,,,,,,,
Power loss from 010170 000000 to 060521 074402,,,,,,,,,,
Late probe turn on at 060521 074402,,,,,,,,,,
Power loss from 010170 000000 to 060521 074406,,,,,,,,,,
Late probe turn on at 060521 074406,,,,,,,,,,
Power loss from 010170 000000 to 060521 074411,,,,,,,,,,
Late probe turn on at 060521 074411,,,,,,,,,,
Power loss from 010170 000000 to 060521 074416,,,,,,,,,,
Late probe turn on at 060521 074416,,,,,,,,,,
Power loss from 010170 000000 to 060521 074420,,,,,,,,,,
Late probe turn on at 060521 074420,,,,,,,,,,
Power loss from 010170 000000 to 060521 074425,,,,,,,,,,
Late probe turn on at 060521 074425,,,,,,,,,,
Power loss from 010170 000000 to 060521 074430,,,,,,,,,,
Late probe turn on at 060521 074430,,,,,,,,,,
Power loss from 010170 000000 to 060521 074435,,,,,,,,,,
Late probe turn on at 060521 074435,,,,,,,,,,
Power loss from 010170 000000 to 060521 074439,,,,,,,,,,
Late probe turn on at 060521 074439,,,,,,,,,,
Power loss from 010170 000000 to 060521 074444,,,,,,,,,,
Late probe turn on at 060521 074444,,,,,,,,,,
Power loss from 010170 000000 to 060521 074449,,,,,,,,,,
Late probe turn on at 060521 074449,,,,,,,,,,
Power loss from 010170 000000 to 060521 074453,,,,,,,,,,
Late probe turn on at 060521 074453,,,,,,,,,,
Power loss from 010170 000000 to 060521 074458,,,,,,,,,,
Late probe turn on at 060521 074458,,,,,,,,,,
Power loss from 010170 000000 to 060521 075804,,,,,,,,,,
Late probe turn on at 060521 075804,,,,,,,,,,
Power loss from 010170 000000 to 060521 075811,,,,,,,,,,
Late probe turn on at 060521 075811,,,,,,,,,,
Power loss from 010170 000000 to 060521 075815,,,,,,,,,,
Late probe turn on at 060521 075815,,,,,,,,,,
Power loss from 010170 000000 to 060521 075819,,,,,,,,,,
Late probe turn on at 060521 075819,,,,,,,,,,
Power loss from 010170 000000 to 060521 075823,,,,,,,,,,
Late probe turn on at 060521 075823,,,,,,,,,,
Power loss from 010170 000000 to 060521 075828,,,,,,,,,,
Late probe turn on at 060521 075828,,,,,,,,,,
Power loss from 010170 000000 to 060521 075832,,,,,,,,,,
Late probe turn on at 060521 075832,,,,,,,,,,
Power loss from 010170 000000 to 060521 075836,,,,,,,,,,
Late probe turn on at 060521 075836,,,,,,,,,,
Power loss from 010170 000000 to 060521 075840,,,,,,,,,,
Late probe turn on at 060521 075840,,,,,,,,,,
Power loss from 010170 000000 to 060521 075844,,,,,,,,,,
Late probe turn on at 060521 075844,,,,,,,,,,
Power loss from 010170 000000 to 060521 075849,,,,,,,,,,
Late probe turn on at 060521 075849,,,,,,,,,,
Power loss from 010170 000000 to 060521 075854,,,,,,,,,,
Late probe turn on at 060521 075854,,,,,,,,,,
Power loss from 010170 000000 to 060521 075858,,,,,,,,,,
Late probe turn on at 060521 075858,,,,,,,,,,
Power loss from 010170 000000 to 060521 075903,,,,,,,,,,
Late probe turn on at 060521 075903,,,,,,,,,,
Power loss from 010170 000000 to 060521 075908,,,,,,,,,,
Late probe turn on at 060521 075908,,,,,,,,,,
