Hydrolab MS5 47418,,,,,,,,,,
Log File Name : Vogel_Lake_47418,,,,,,,,,,
Setup Date (M/D/YYYY) : 5/27/2021,,,,,,,,,,
Setup Time (HH:MM:SS) : 10:17:08,,,,,,,,,,
Starting Date (M/D/YYYY) : 5/27/2021,,,,,,,,,,
Starting Time (HH:MM:SS) : 12:00:00,,,,,,,,,,
Stopping Date (M/D/YYYY) : 9/27/2021,,,,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,,,,
Interval (HH:MM:SS) : 00:15:00,,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,,
,,,,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,IBatt,,,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,%Left,LoggerID,,
,,,,,,,,,,
Power loss from 010170 000000 to 060421 174432,,,,,,,,47418,,
Late probe turn on at 060421 174432,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 174436,,,,,,,,47418,,
Late probe turn on at 060421 174436,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 174441,,,,,,,,47418,,
Late probe turn on at 060421 174441,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 174445,,,,,,,,47418,,
Late probe turn on at 060421 174445,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 174449,,,,,,,,47418,,
Late probe turn on at 060421 174449,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 174453,,,,,,,,47418,,
Late probe turn on at 060421 174453,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 174457,,,,,,,,47418,,
Late probe turn on at 060421 174457,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175805,,,,,,,,47418,,
Late probe turn on at 060421 175805,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175813,,,,,,,,47418,,
Late probe turn on at 060421 175813,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175821,,,,,,,,47418,,
Late probe turn on at 060421 175821,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175827,,,,,,,,47418,,
Late probe turn on at 060421 175827,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175832,,,,,,,,47418,,
Late probe turn on at 060421 175832,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175836,,,,,,,,47418,,
Late probe turn on at 060421 175836,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175840,,,,,,,,47418,,
Late probe turn on at 060421 175840,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175844,,,,,,,,47418,,
Late probe turn on at 060421 175844,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175848,,,,,,,,47418,,
Late probe turn on at 060421 175848,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175853,,,,,,,,47418,,
Late probe turn on at 060421 175853,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175857,,,,,,,,47418,,
Late probe turn on at 060421 175857,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175901,,,,,,,,47418,,
Late probe turn on at 060421 175901,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175905,,,,,,,,47418,,
Late probe turn on at 060421 175905,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175909,,,,,,,,47418,,
Late probe turn on at 060421 175909,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175914,,,,,,,,47418,,
Late probe turn on at 060421 175914,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175918,,,,,,,,47418,,
Late probe turn on at 060421 175918,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175922,,,,,,,,47418,,
Late probe turn on at 060421 175922,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175926,,,,,,,,47418,,
Late probe turn on at 060421 175926,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175930,,,,,,,,47418,,
Late probe turn on at 060421 175930,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175934,,,,,,,,47418,,
Late probe turn on at 060421 175934,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175939,,,,,,,,47418,,
Late probe turn on at 060421 175939,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175943,,,,,,,,47418,,
Late probe turn on at 060421 175943,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175947,,,,,,,,47418,,
Late probe turn on at 060421 175947,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175951,,,,,,,,47418,,
Late probe turn on at 060421 175951,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 175955,,,,,,,,47418,,
Late probe turn on at 060421 175955,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 180000,,,,,,,,47418,,
Late probe turn on at 060421 180000,,,,,,,,47418,,
6/4/2021,18:00:00,55,NAN,NAN,NAN,NAN,0,47418,,
Power loss from 010170 000000 to 060421 181305,,,,,,,,47418,,
Late probe turn on at 060421 181305,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181313,,,,,,,,47418,,
Late probe turn on at 060421 181313,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181321,,,,,,,,47418,,
Late probe turn on at 060421 181321,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181327,,,,,,,,47418,,
Late probe turn on at 060421 181327,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181331,,,,,,,,47418,,
Late probe turn on at 060421 181331,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181336,,,,,,,,47418,,
Late probe turn on at 060421 181336,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181340,,,,,,,,47418,,
Late probe turn on at 060421 181340,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181344,,,,,,,,47418,,
Late probe turn on at 060421 181344,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181348,,,,,,,,47418,,
Late probe turn on at 060421 181348,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181352,,,,,,,,47418,,
Late probe turn on at 060421 181352,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181356,,,,,,,,47418,,
Late probe turn on at 060421 181356,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181400,,,,,,,,47418,,
Late probe turn on at 060421 181400,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181405,,,,,,,,47418,,
Late probe turn on at 060421 181405,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181409,,,,,,,,47418,,
Late probe turn on at 060421 181409,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181413,,,,,,,,47418,,
Late probe turn on at 060421 181413,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181417,,,,,,,,47418,,
Late probe turn on at 060421 181417,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181421,,,,,,,,47418,,
Late probe turn on at 060421 181421,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181426,,,,,,,,47418,,
Late probe turn on at 060421 181426,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181430,,,,,,,,47418,,
Late probe turn on at 060421 181430,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181434,,,,,,,,47418,,
Late probe turn on at 060421 181434,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181438,,,,,,,,47418,,
Late probe turn on at 060421 181438,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181443,,,,,,,,47418,,
Late probe turn on at 060421 181443,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181447,,,,,,,,47418,,
Late probe turn on at 060421 181447,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181451,,,,,,,,47418,,
Late probe turn on at 060421 181451,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181455,,,,,,,,47418,,
Late probe turn on at 060421 181455,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 181459,,,,,,,,47418,,
Late probe turn on at 060421 181459,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182805,,,,,,,,47418,,
Late probe turn on at 060421 182805,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182813,,,,,,,,47418,,
Late probe turn on at 060421 182813,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182821,,,,,,,,47418,,
Late probe turn on at 060421 182821,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182825,,,,,,,,47418,,
Late probe turn on at 060421 182825,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182831,,,,,,,,47418,,
Late probe turn on at 060421 182831,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182836,,,,,,,,47418,,
Late probe turn on at 060421 182836,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182840,,,,,,,,47418,,
Late probe turn on at 060421 182840,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182844,,,,,,,,47418,,
Late probe turn on at 060421 182844,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182848,,,,,,,,47418,,
Late probe turn on at 060421 182848,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182852,,,,,,,,47418,,
Late probe turn on at 060421 182852,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182857,,,,,,,,47418,,
Late probe turn on at 060421 182857,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182901,,,,,,,,47418,,
Late probe turn on at 060421 182901,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182905,,,,,,,,47418,,
Late probe turn on at 060421 182905,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182909,,,,,,,,47418,,
Late probe turn on at 060421 182909,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182913,,,,,,,,47418,,
Late probe turn on at 060421 182913,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182918,,,,,,,,47418,,
Late probe turn on at 060421 182918,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182922,,,,,,,,47418,,
Late probe turn on at 060421 182922,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182926,,,,,,,,47418,,
Late probe turn on at 060421 182926,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182930,,,,,,,,47418,,
Late probe turn on at 060421 182930,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182934,,,,,,,,47418,,
Late probe turn on at 060421 182934,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182938,,,,,,,,47418,,
Late probe turn on at 060421 182938,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182943,,,,,,,,47418,,
Late probe turn on at 060421 182943,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182947,,,,,,,,47418,,
Late probe turn on at 060421 182947,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182951,,,,,,,,47418,,
Late probe turn on at 060421 182951,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 182955,,,,,,,,47418,,
Late probe turn on at 060421 182955,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 183000,,,,,,,,47418,,
Late probe turn on at 060421 183000,,,,,,,,47418,,
6/4/2021,18:30:00,55,NAN,NAN,NAN,NAN,0,47418,,
Power loss from 010170 000000 to 060421 184305,,,,,,,,47418,,
Late probe turn on at 060421 184305,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184313,,,,,,,,47418,,
Late probe turn on at 060421 184313,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184320,,,,,,,,47418,,
Late probe turn on at 060421 184320,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184325,,,,,,,,47418,,
Late probe turn on at 060421 184325,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184331,,,,,,,,47418,,
Late probe turn on at 060421 184331,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184335,,,,,,,,47418,,
Late probe turn on at 060421 184335,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184340,,,,,,,,47418,,
Late probe turn on at 060421 184340,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184344,,,,,,,,47418,,
Late probe turn on at 060421 184344,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184348,,,,,,,,47418,,
Late probe turn on at 060421 184348,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184352,,,,,,,,47418,,
Late probe turn on at 060421 184352,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184357,,,,,,,,47418,,
Late probe turn on at 060421 184357,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184401,,,,,,,,47418,,
Late probe turn on at 060421 184401,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184405,,,,,,,,47418,,
Late probe turn on at 060421 184405,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184409,,,,,,,,47418,,
Late probe turn on at 060421 184409,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184413,,,,,,,,47418,,
Late probe turn on at 060421 184413,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184418,,,,,,,,47418,,
Late probe turn on at 060421 184418,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184422,,,,,,,,47418,,
Late probe turn on at 060421 184422,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184426,,,,,,,,47418,,
Late probe turn on at 060421 184426,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184430,,,,,,,,47418,,
Late probe turn on at 060421 184430,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184434,,,,,,,,47418,,
Late probe turn on at 060421 184434,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184439,,,,,,,,47418,,
Late probe turn on at 060421 184439,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184443,,,,,,,,47418,,
Late probe turn on at 060421 184443,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184447,,,,,,,,47418,,
Late probe turn on at 060421 184447,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184451,,,,,,,,47418,,
Late probe turn on at 060421 184451,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184455,,,,,,,,47418,,
Late probe turn on at 060421 184455,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 184459,,,,,,,,47418,,
Late probe turn on at 060421 184459,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185805,,,,,,,,47418,,
Late probe turn on at 060421 185805,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185813,,,,,,,,47418,,
Late probe turn on at 060421 185813,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185820,,,,,,,,47418,,
Late probe turn on at 060421 185820,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185825,,,,,,,,47418,,
Late probe turn on at 060421 185825,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185831,,,,,,,,47418,,
Late probe turn on at 060421 185831,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185835,,,,,,,,47418,,
Late probe turn on at 060421 185835,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185839,,,,,,,,47418,,
Late probe turn on at 060421 185839,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185843,,,,,,,,47418,,
Late probe turn on at 060421 185843,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185848,,,,,,,,47418,,
Late probe turn on at 060421 185848,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185852,,,,,,,,47418,,
Late probe turn on at 060421 185852,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185856,,,,,,,,47418,,
Late probe turn on at 060421 185856,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185900,,,,,,,,47418,,
Late probe turn on at 060421 185900,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185905,,,,,,,,47418,,
Late probe turn on at 060421 185905,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185909,,,,,,,,47418,,
Late probe turn on at 060421 185909,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185913,,,,,,,,47418,,
Late probe turn on at 060421 185913,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185917,,,,,,,,47418,,
Late probe turn on at 060421 185917,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185921,,,,,,,,47418,,
Late probe turn on at 060421 185921,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185926,,,,,,,,47418,,
Late probe turn on at 060421 185926,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185930,,,,,,,,47418,,
Late probe turn on at 060421 185930,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185934,,,,,,,,47418,,
Late probe turn on at 060421 185934,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185938,,,,,,,,47418,,
Late probe turn on at 060421 185938,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185942,,,,,,,,47418,,
Late probe turn on at 060421 185942,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185946,,,,,,,,47418,,
Late probe turn on at 060421 185946,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185951,,,,,,,,47418,,
Late probe turn on at 060421 185951,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185955,,,,,,,,47418,,
Late probe turn on at 060421 185955,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 185959,,,,,,,,47418,,
Late probe turn on at 060421 185959,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191305,,,,,,,,47418,,
Late probe turn on at 060421 191305,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191313,,,,,,,,47418,,
Late probe turn on at 060421 191313,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191320,,,,,,,,47418,,
Late probe turn on at 060421 191320,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191325,,,,,,,,47418,,
Late probe turn on at 060421 191325,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191331,,,,,,,,47418,,
Late probe turn on at 060421 191331,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191335,,,,,,,,47418,,
Late probe turn on at 060421 191335,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191340,,,,,,,,47418,,
Late probe turn on at 060421 191340,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191344,,,,,,,,47418,,
Late probe turn on at 060421 191344,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191348,,,,,,,,47418,,
Late probe turn on at 060421 191348,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191352,,,,,,,,47418,,
Late probe turn on at 060421 191352,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191356,,,,,,,,47418,,
Late probe turn on at 060421 191356,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191400,,,,,,,,47418,,
Late probe turn on at 060421 191400,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191405,,,,,,,,47418,,
Late probe turn on at 060421 191405,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191409,,,,,,,,47418,,
Late probe turn on at 060421 191409,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191413,,,,,,,,47418,,
Late probe turn on at 060421 191413,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191417,,,,,,,,47418,,
Late probe turn on at 060421 191417,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191422,,,,,,,,47418,,
Late probe turn on at 060421 191422,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191426,,,,,,,,47418,,
Late probe turn on at 060421 191426,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191430,,,,,,,,47418,,
Late probe turn on at 060421 191430,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191434,,,,,,,,47418,,
Late probe turn on at 060421 191434,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191438,,,,,,,,47418,,
Late probe turn on at 060421 191438,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191442,,,,,,,,47418,,
Late probe turn on at 060421 191442,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191447,,,,,,,,47418,,
Late probe turn on at 060421 191447,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191451,,,,,,,,47418,,
Late probe turn on at 060421 191451,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191455,,,,,,,,47418,,
Late probe turn on at 060421 191455,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 191459,,,,,,,,47418,,
Late probe turn on at 060421 191459,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192805,,,,,,,,47418,,
Late probe turn on at 060421 192805,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192813,,,,,,,,47418,,
Late probe turn on at 060421 192813,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192820,,,,,,,,47418,,
Late probe turn on at 060421 192820,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192825,,,,,,,,47418,,
Late probe turn on at 060421 192825,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192831,,,,,,,,47418,,
Late probe turn on at 060421 192831,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192835,,,,,,,,47418,,
Late probe turn on at 060421 192835,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192839,,,,,,,,47418,,
Late probe turn on at 060421 192839,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192843,,,,,,,,47418,,
Late probe turn on at 060421 192843,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192848,,,,,,,,47418,,
Late probe turn on at 060421 192848,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192852,,,,,,,,47418,,
Late probe turn on at 060421 192852,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192856,,,,,,,,47418,,
Late probe turn on at 060421 192856,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192900,,,,,,,,47418,,
Late probe turn on at 060421 192900,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192904,,,,,,,,47418,,
Late probe turn on at 060421 192904,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192908,,,,,,,,47418,,
Late probe turn on at 060421 192908,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192913,,,,,,,,47418,,
Late probe turn on at 060421 192913,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192917,,,,,,,,47418,,
Late probe turn on at 060421 192917,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192921,,,,,,,,47418,,
Late probe turn on at 060421 192921,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192925,,,,,,,,47418,,
Late probe turn on at 060421 192925,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192930,,,,,,,,47418,,
Late probe turn on at 060421 192930,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192934,,,,,,,,47418,,
Late probe turn on at 060421 192934,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192938,,,,,,,,47418,,
Late probe turn on at 060421 192938,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192942,,,,,,,,47418,,
Late probe turn on at 060421 192942,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192946,,,,,,,,47418,,
Late probe turn on at 060421 192946,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192950,,,,,,,,47418,,
Late probe turn on at 060421 192950,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192955,,,,,,,,47418,,
Late probe turn on at 060421 192955,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 192959,,,,,,,,47418,,
Late probe turn on at 060421 192959,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194305,,,,,,,,47418,,
Late probe turn on at 060421 194305,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194313,,,,,,,,47418,,
Late probe turn on at 060421 194313,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194320,,,,,,,,47418,,
Late probe turn on at 060421 194320,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194324,,,,,,,,47418,,
Late probe turn on at 060421 194324,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194331,,,,,,,,47418,,
Late probe turn on at 060421 194331,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194335,,,,,,,,47418,,
Late probe turn on at 060421 194335,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194339,,,,,,,,47418,,
Late probe turn on at 060421 194339,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194343,,,,,,,,47418,,
Late probe turn on at 060421 194343,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194348,,,,,,,,47418,,
Late probe turn on at 060421 194348,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194352,,,,,,,,47418,,
Late probe turn on at 060421 194352,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194356,,,,,,,,47418,,
Late probe turn on at 060421 194356,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194400,,,,,,,,47418,,
Late probe turn on at 060421 194400,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194404,,,,,,,,47418,,
Late probe turn on at 060421 194404,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194409,,,,,,,,47418,,
Late probe turn on at 060421 194409,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194413,,,,,,,,47418,,
Late probe turn on at 060421 194413,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194417,,,,,,,,47418,,
Late probe turn on at 060421 194417,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194421,,,,,,,,47418,,
Late probe turn on at 060421 194421,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194425,,,,,,,,47418,,
Late probe turn on at 060421 194425,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194430,,,,,,,,47418,,
Late probe turn on at 060421 194430,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194434,,,,,,,,47418,,
Late probe turn on at 060421 194434,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194438,,,,,,,,47418,,
Late probe turn on at 060421 194438,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194442,,,,,,,,47418,,
Late probe turn on at 060421 194442,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194447,,,,,,,,47418,,
Late probe turn on at 060421 194447,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194451,,,,,,,,47418,,
Late probe turn on at 060421 194451,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194455,,,,,,,,47418,,
Late probe turn on at 060421 194455,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 194459,,,,,,,,47418,,
Late probe turn on at 060421 194459,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195805,,,,,,,,47418,,
Late probe turn on at 060421 195805,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195813,,,,,,,,47418,,
Late probe turn on at 060421 195813,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195820,,,,,,,,47418,,
Late probe turn on at 060421 195820,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195824,,,,,,,,47418,,
Late probe turn on at 060421 195824,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195831,,,,,,,,47418,,
Late probe turn on at 060421 195831,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195835,,,,,,,,47418,,
Late probe turn on at 060421 195835,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195839,,,,,,,,47418,,
Late probe turn on at 060421 195839,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195843,,,,,,,,47418,,
Late probe turn on at 060421 195843,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195847,,,,,,,,47418,,
Late probe turn on at 060421 195847,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195852,,,,,,,,47418,,
Late probe turn on at 060421 195852,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195856,,,,,,,,47418,,
Late probe turn on at 060421 195856,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195900,,,,,,,,47418,,
Late probe turn on at 060421 195900,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 195904,,,,,,,,47418,,
Late probe turn on at 060421 195904,,,,,,,,47418,,
